;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
1916;Carles Pérez;es ESP;FW;Barcelona;es La Liga;20;1998;0.2;30.0;35.0;85.7;430.0;70.0;15.0;20.0;75.0;15.0;15.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;5.00;Matches;a8f21b9f
1917;Hernán Pérez;py PAR;FWMF;Espanyol;es La Liga;29;1989;8.8;19.4;30.7;63.3;311.0;93.4;11.0;14.4;76.4;6.36;10.3;61.5;1.48;3.18;46.4;0.23;0.23;0.15;0.00;1.59;1.48;1.70;0.57;3.18;Matches;e1cea3f7
1918;Lucas Pérez;es ESP;FWMF;West Ham;eng Premier League;29;1988;5.3;19.2;27.7;69.4;233.2;27.5;13.2;15.1;87.5;4.15;6.98;59.5;0.38;1.13;33.3;0.00;0.15;0.13;-0.15;1.51;0.57;0.57;0.00;1.32;Matches;a300ac7e
1919;Rubén Pérez;es ESP;MF;Leganés;es La Liga;29;1989;27.5;39.3;49.5;79.4;785.5;249.8;15.9;18.3;86.5;16.4;19.7;83.2;6.65;9.49;70.1;0.00;0.04;0.04;-0.04;0.51;4.98;0.15;0.04;5.09;Matches;3c7bc9bd
1920;Stipe Perica;hr CRO;FW;Frosinone;it Serie A;23;1995;5.3;11.9;17.7;67.0;175.7;32.3;5.85;8.30;70.5;4.72;6.42;73.5;0.57;0.94;60.0;0.00;0.00;0.00;0.00;0.00;1.70;0.00;0.00;2.08;Matches;269b4638
1921;Mattia Perin;it ITA;GK;Juventus;it Serie A;25;1992;9.0;20.2;25.6;79.1;577.3;395.7;2.22;2.22;100.0;10.9;11.0;99.0;7.00;12.0;58.3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;4c62d0c8
1922;Ivan Periši?;hr CRO;FW;Inter;it Serie A;29;1989;30.0;31.4;46.7;67.3;492.9;134.8;17.1;20.5;83.6;9.97;15.4;64.6;2.73;5.90;46.3;0.10;0.23;0.24;-0.13;2.00;1.70;1.83;1.03;3.00;Matches;6fe90922
1923;Diego Perotti;ar ARG;FWMF;Roma;it Serie A;30;1988;7.4;34.3;46.8;73.4;471.6;111.8;20.3;23.8;85.2;9.32;12.8;72.6;2.16;4.73;45.7;0.00;0.32;0.20;-0.32;2.43;2.16;1.49;0.54;4.05;Matches;a40d5a0c
1924;Loïc Perrin;fr FRA;DF;Saint-Étienne;fr Ligue 1;32;1985;30.0;46.3;54.0;85.7;876.4;352.5;17.9;19.6;91.5;23.0;25.4;90.5;5.07;8.00;63.3;0.03;0.03;0.04;0.01;0.30;2.60;0.33;0.03;3.40;Matches;6b200d45
1925;Pavao Pervan;at AUT;GK;Wolfsburg;de Bundesliga;30;1987;8.5;31.4;40.9;76.7;999.6;712.9;2.35;2.35;100.0;15.4;15.5;99.2;13.6;22.7;60.1;0.00;0.01;0.00;-0.01;0.12;0.24;0.00;0.00;0.00;Matches;c89e8aae
1926;Matteo Pessina;it ITA;MFFW;Atalanta;it Serie A;21;1997;2.6;65.0;75.4;86.2;1076.5;264.6;29.6;32.7;90.6;28.1;31.2;90.1;4.62;5.38;85.7;0.38;0.04;0.12;0.35;0.77;4.62;1.54;0.38;10.0;Matches;780e3631
1927;Andrea Petagna;it ITA;FW;SPAL;it Serie A;23;1995;33.7;17.8;23.0;77.3;286.9;45.3;9.11;10.6;86.0;5.46;6.77;80.7;2.05;2.91;70.4;0.03;0.07;0.06;-0.04;0.83;1.22;0.56;0.21;2.02;Matches;03f946ed
1928;Nils Petersen;de GER;FW;Freiburg;de Bundesliga;29;1988;21.4;16.3;24.4;66.7;206.8;39.5;9.16;12.6;72.6;3.60;5.56;64.7;0.98;1.96;50.0;0.14;0.08;0.09;0.06;0.98;0.75;0.37;0.00;1.40;Matches;f93e6e94
1929;Ond?ej Petrák;cz CZE;MF;Nürnberg;de Bundesliga;26;1992;18.0;33.8;39.7;85.0;549.4;161.3;15.4;17.7;86.8;14.6;16.1;91.0;2.22;3.56;62.5;0.00;0.02;0.02;-0.02;0.33;2.78;0.06;0.06;2.44;Matches;3e81a228
1930;Germán Pezzella;ar ARG;DF;Fiorentina;it Serie A;27;1991;31.7;44.3;51.6;85.8;921.5;334.6;11.7;13.0;90.1;26.0;28.4;91.4;6.18;9.12;67.8;0.03;0.02;0.02;0.01;0.19;2.15;0.09;0.00;2.65;Matches;8c725b43
1931;Giuseppe Pezzella;it ITA;DF;Udinese;it Serie A;20;1997;2.0;22.0;34.5;63.8;326.5;184.0;11.0;12.0;91.7;8.00;13.0;61.5;1.50;6.00;25.0;0.00;0.05;0.05;-0.05;1.00;1.50;0.50;0.50;0.50;Matches;149c5f5d
1932;Giuseppe Pezzella;it ITA;DFMF;Genoa;it Serie A;20;1997;1.2;26.7;35.8;74.4;514.2;279.2;11.7;12.5;93.3;8.33;11.7;71.4;5.83;9.17;63.6;0.00;0.08;0.08;-0.08;0.83;3.33;1.67;0.83;3.33;Matches;149c5f5d
1933;Matthias Phaeton;gp GLP;FWMF;Guingamp;fr Ligue 1;18;2000;0.6;13.3;15.0;88.9;145.0;41.7;10.0;11.7;85.7;3.33;3.33;100.0;0.00;0.00;;0.00;0.33;0.67;-0.33;3.33;0.00;0.00;0.00;1.67;Matches;42c8ede1
1934;Maximilian Philipp;de GER;FWMF;Dortmund;de Bundesliga;24;1994;8.4;21.8;28.1;77.5;273.9;30.2;13.9;16.5;84.2;5.00;6.67;75.0;0.83;1.07;77.8;0.12;0.02;0.04;0.10;0.60;1.07;0.36;0.00;1.19;Matches;061e8e23
1935;Lebogang Phiri;za RSA;MF;Guingamp;fr Ligue 1;23;1994;21.4;41.4;47.1;87.9;708.6;213.1;19.7;21.9;90.2;17.0;18.4;92.6;3.79;4.86;77.9;0.00;0.03;0.03;-0.03;0.70;4.77;0.28;0.00;5.89;Matches;b6dac747
1936;Krzysztof Pi?tek;pl POL;FW;Genoa;it Serie A;23;1995;17.7;12.5;17.8;70.5;187.9;31.2;6.61;8.25;80.1;4.01;5.59;71.7;1.02;1.58;64.3;0.00;0.08;0.02;-0.08;0.85;0.79;0.45;0.00;1.69;Matches;17f3620a
1937;Krzysztof Pi?tek;pl POL;FW;Milan;it Serie A;23;1995;15.3;12.5;16.3;76.4;171.2;21.9;7.84;9.48;82.8;3.14;4.18;75.0;0.72;1.05;68.8;0.00;0.08;0.04;-0.08;0.92;0.46;0.46;0.07;1.05;Matches;17f3620a
1938;Pablo Piatti;ar ARG;FWMF;Espanyol;es La Liga;29;1989;8.3;22.3;34.0;65.6;334.3;96.5;12.7;15.2;83.3;7.47;11.1;67.4;1.45;4.34;33.3;0.00;0.17;0.12;-0.17;1.57;1.45;1.45;0.36;3.37;Matches;48e89655
1939;Lucas Piazon;br BRA;MFFW;Chievo;it Serie A;24;1994;0.9;25.6;37.8;67.6;338.9;82.2;13.3;15.6;85.7;6.67;8.89;75.0;1.11;4.44;25.0;0.00;0.00;0.00;0.00;1.11;3.33;0.00;0.00;2.22;Matches;f201798c
1940;Cristiano Piccini;it ITA;DF;Valencia;es La Liga;25;1992;20.8;37.5;48.7;76.9;624.9;220.0;19.0;21.3;89.4;14.8;18.9;78.2;2.88;6.11;47.2;0.00;0.01;0.06;-0.01;0.24;2.55;0.91;0.43;3.61;Matches;32c0491f
1941;Roberto Piccoli;it ITA;FWMF;Atalanta;it Serie A;17;2001;0.5;10.0;22.0;45.5;66.0;10.0;6.00;12.0;50.0;0.00;4.00;0.0;0.00;2.00;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;1cadaf34
1942;Jordan Pickford;eng ENG;GK;Everton;eng Premier League;24;1994;38.0;20.3;33.6;60.5;691.1;523.8;2.03;2.03;100.0;9.53;9.82;97.1;8.74;21.6;40.5;0.00;0.00;0.00;0.00;0.03;0.87;0.00;0.00;0.00;Matches;4806ec67
1943;Jérémy Pied;fr FRA;DF;Lille;fr Ligue 1;29;1989;5.2;50.6;66.7;75.8;742.9;296.5;27.3;32.7;83.5;16.9;22.9;73.9;3.08;5.38;57.1;0.38;0.21;0.19;0.17;1.35;4.23;1.15;0.96;4.04;Matches;a634b9d2
1944;Ronaël Pierre-Gabriel;fr FRA;DF;Monaco;fr Ligue 1;20;1998;3.9;41.3;50.0;82.6;689.2;268.7;20.0;22.1;90.7;16.9;20.8;81.5;3.85;5.90;65.2;0.00;0.00;0.00;0.00;0.26;3.08;0.26;0.00;3.59;Matches;64ba07c0
1945;Erik Pieters;nl NED;DF;Amiens;fr Ligue 1;29;1988;14.0;36.8;52.6;70.0;643.9;284.5;16.9;20.1;84.0;15.4;21.2;72.7;3.64;8.21;44.3;0.07;0.05;0.08;0.02;0.86;2.93;1.00;0.36;4.29;Matches;1ef37668
1946;Tomás Pina Isla;es ESP;MF;Alavés;es La Liga;30;1987;26.0;33.7;41.0;82.2;569.2;203.9;15.7;18.5;84.6;14.5;16.3;88.9;2.73;3.81;71.7;0.00;0.05;0.04;-0.05;0.85;3.92;0.31;0.04;5.08;Matches;e54bd0a2
1947;Andrea Pinamonti;it ITA;FW;Frosinone;it Serie A;19;1999;18.1;16.1;22.8;70.9;234.1;39.1;9.34;12.2;76.8;4.64;6.24;74.3;1.05;1.33;79.2;0.17;0.03;0.03;0.14;0.88;1.16;0.50;0.11;1.71;Matches;08aa9cd1
1948;Carlo Pinsoglio;it ITA;GK;Juventus;it Serie A;28;1990;1.0;27.0;36.0;75.0;784.0;504.0;2.00;2.00;100.0;14.0;14.0;100.0;11.0;20.0;55.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f6a06749
1949;Virgile Pinson;fr FRA;MF;Reims;fr Ligue 1;22;1996;0.1;40.0;50.0;80.0;520.0;0.00;10.0;20.0;50.0;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;43af5b1b
1950;Lenny Pintor;fr FRA;FW;Lyon;fr Ligue 1;17;2000;0.0;0;1;0.0;0;0;0;1;0.0;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;6453830e
1951;Gerard Piqué;es ESP;DF;Barcelona;es La Liga;31;1987;35.0;62.7;68.8;91.2;1211.0;428.2;22.3;24.1;92.5;33.0;34.7;95.0;6.91;8.77;78.8;0.06;0.04;0.03;0.02;0.17;4.09;0.06;0.00;3.63;Matches;adfc9123
1952;Facundo Píriz;uy URU;MFFW;Montpellier;fr Ligue 1;28;1990;1.3;39.2;49.2;79.7;606.2;162.3;20.8;24.6;84.4;13.1;16.9;77.3;3.85;4.62;83.3;0.00;0.00;0.00;0.00;0.00;2.31;0.00;0.00;5.38;Matches;fca455cc
1953;Fabio Pisacane;it ITA;DF;Cagliari;it Serie A;32;1986;25.2;38.6;46.3;83.4;731.9;234.1;13.1;14.6;89.2;19.9;22.3;89.1;4.48;7.18;62.4;0.04;0.05;0.03;-0.01;0.24;0.99;0.04;0.04;1.75;Matches;56400c01
1954;?ukasz Piszczek;pl POL;DF;Dortmund;de Bundesliga;33;1985;19.5;55.6;68.7;81.0;854.9;328.7;28.8;32.9;87.4;22.8;27.3;83.5;2.77;5.33;51.9;0.31;0.15;0.17;0.16;1.08;3.69;1.03;0.56;5.79;Matches;fe2db476
1955;Claudio Pizarro;pe PER;FW;Werder Bremen;de Bundesliga;39;1978;7.7;24.2;34.4;70.2;347.1;91.6;14.0;18.8;74.5;7.14;9.74;73.3;1.56;2.08;75.0;0.26;0.09;0.10;0.17;1.30;1.95;0.65;0.13;3.38;Matches;54b6ee79
1956;Marko Pjaca;hr CRO;FWMF;Fiorentina;it Serie A;23;1995;8.3;19.8;27.1;72.9;294.3;61.3;12.2;14.3;84.9;5.90;7.95;74.2;1.08;2.05;52.9;0.12;0.12;0.07;0.00;1.93;1.20;1.08;0.00;3.13;Matches;2c38b327
1957;Miralem Pjani?;ba BIH;MF;Juventus;it Serie A;28;1990;25.3;72.1;82.0;88.0;1358.3;377.6;29.7;31.3;95.1;29.2;31.5;92.8;10.9;15.3;71.2;0.24;0.23;0.21;0.00;2.85;7.67;1.15;0.16;7.98;Matches;ad6df2d5
1958;Carles Planas;es ESP;DF;Girona;es La Liga;27;1991;4.7;34.5;48.9;70.4;544.7;184.0;18.5;21.9;84.5;12.8;17.0;75.0;2.34;7.66;30.6;0.21;0.06;0.04;0.15;0.43;1.49;1.06;0.43;2.77;Matches;72b92c4e
1959;Óscar Plano;es ESP;MFFW;Valladolid;es La Liga;27;1991;29.9;20.4;28.1;72.4;322.4;82.0;11.2;13.2;84.3;6.66;8.83;75.4;1.81;3.68;49.1;0.13;0.13;0.10;0.01;1.04;1.91;0.67;0.10;3.21;Matches;7c388b20
1960;Jaroslav Plašil;cz CZE;MF;Bordeaux;fr Ligue 1;36;1982;16.0;46.3;55.8;83.1;716.9;232.0;24.6;28.4;86.8;16.8;18.9;88.4;2.94;4.63;63.5;0.06;0.04;0.04;0.03;0.75;4.50;0.25;0.00;5.56;Matches;516dc25b
1961;Marvin Plattenhardt;de GER;DF;Hertha BSC;de Bundesliga;26;1992;21.4;38.6;53.3;72.4;676.2;282.8;19.3;20.7;92.8;14.1;19.5;72.2;4.39;10.1;43.3;0.09;0.14;0.16;-0.05;1.54;2.66;0.98;0.65;4.58;Matches;f7aa75bd
1962;Stiven Plaza;ec ECU;FWMF;Valladolid;es La Liga;19;1999;0.4;10.0;15.0;66.7;95.0;12.5;7.50;10.0;75.0;2.50;2.50;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f4b7f2ec
1963;Alassane Pléa;fr FRA;FW;M'Gladbach;de Bundesliga;25;1993;27.8;16.2;23.1;70.2;228.5;57.3;9.39;12.1;77.9;4.17;5.68;73.4;1.12;1.58;70.5;0.14;0.10;0.08;0.04;1.19;1.47;0.68;0.07;2.27;Matches;bc6bd723
1964;Luca Plogmann;de GER;GK;Werder Bremen;de Bundesliga;18;2000;0.4;15.0;15.0;100.0;450.0;392.5;5.00;5.00;100.0;5.00;5.00;100.0;5.00;5.00;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;206c37d3
1965;Morgan Poaty;cg CGO;MF;Montpellier;fr Ligue 1;21;1997;1.0;30.0;51.0;58.8;556.0;279.0;14.0;16.0;87.5;13.0;22.0;59.1;3.00;11.0;27.3;0.00;0.00;0.10;0.00;1.00;4.00;1.00;1.00;3.00;Matches;7add56e1
1966;Paul Pogba;fr FRA;MF;Manchester Utd;eng Premier League;25;1993;33.4;51.7;63.7;81.2;894.9;261.9;24.3;26.9;90.2;17.9;21.7;82.5;6.41;9.22;69.5;0.27;0.14;0.15;0.13;1.62;6.35;1.77;0.06;8.83;Matches;867239d3
1967;Denis-Will Poha;fr FRA;MF;Rennes;fr Ligue 1;21;1997;0.3;33.3;46.7;71.4;680.0;283.3;6.67;13.3;50.0;20.0;23.3;85.7;6.67;6.67;100.0;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;6.67;Matches;854a2041
1968;Andrea Poli;it ITA;MF;Bologna;it Serie A;28;1989;21.5;30.8;35.3;87.4;474.7;129.1;17.6;19.0;92.9;10.1;11.1;91.6;2.09;3.07;68.2;0.05;0.04;0.05;0.00;0.65;3.40;0.65;0.09;4.00;Matches;b3fd7075
1969;Matteo Politano;it ITA;FW;Inter;it Serie A;24;1993;28.3;37.7;52.6;71.7;611.8;165.9;19.3;22.9;84.1;13.2;18.2;72.3;3.53;7.39;47.8;0.21;0.20;0.25;0.01;2.26;2.47;2.30;0.71;5.30;Matches;5e861944
1970;Pierre-Yves Polomat;fr FRA;DF;Saint-Étienne;fr Ligue 1;24;1993;10.6;41.3;52.5;78.6;655.5;210.4;23.2;25.8;89.8;14.3;17.2;83.5;2.83;6.04;46.9;0.19;0.17;0.20;0.02;1.23;2.74;1.13;0.38;4.81;Matches;2ef637bd
1971;Giacomo Poluzzi;it ITA;GK;SPAL;it Serie A;30;1988;0.1;30.0;30.0;100.0;560.0;230.0;10.0;10.0;100.0;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;07f55871
1972;Pere Pons;es ESP;MF;Girona;es La Liga;25;1993;31.0;30.1;38.7;77.7;484.4;139.0;15.0;18.2;82.4;11.7;14.4;81.4;2.19;3.45;63.6;0.06;0.06;0.04;0.00;0.55;2.77;0.35;0.06;3.77;Matches;29b61deb
1973;Pedro Porro;es ESP;DF;Girona;es La Liga;18;1999;24.6;34.0;50.7;67.2;600.1;218.1;16.1;19.3;83.8;13.3;19.0;70.2;3.74;8.37;44.7;0.16;0.12;0.13;0.04;1.02;2.89;1.38;0.81;4.43;Matches;27d0a506
1974;Manolo Portanova;it ITA;MF;Juventus;it Serie A;18;2000;0.4;17.5;30.0;58.3;280.0;65.0;2.50;5.00;50.0;12.5;17.5;71.4;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;Matches;c8c0dccd
1975;Francisco Portillo;es ESP;MF;Getafe;es La Liga;28;1990;22.2;26.8;36.6;73.1;399.9;148.5;14.7;17.9;82.4;8.47;11.4;74.0;1.89;3.11;60.9;0.18;0.11;0.12;0.07;1.04;2.70;1.76;0.27;6.04;Matches;8e010ff4
1976;Portu;es ESP;FWMF;Girona;es La Liga;26;1992;31.3;15.3;22.4;68.5;216.3;58.7;8.95;11.1;80.5;4.76;7.09;67.1;0.70;1.60;44.0;0.06;0.13;0.15;-0.07;1.05;1.21;1.12;0.42;2.72;Matches;1bda5842
1977;Stefan Posch;at AUT;DF;Hoffenheim;de Bundesliga;21;1997;15.6;56.3;64.2;87.7;998.4;339.3;23.1;25.1;92.1;27.8;29.9;92.9;4.04;6.86;58.9;0.00;0.03;0.03;-0.03;0.06;3.91;0.45;0.13;6.03;Matches;7f609bfc
1978;Sergio Postigo;es ESP;DF;Levante;es La Liga;29;1988;16.1;23.9;30.9;77.3;510.0;240.8;7.14;8.01;89.1;12.3;14.2;86.8;3.98;7.52;52.9;0.06;0.04;0.03;0.02;0.25;2.92;0.25;0.00;2.73;Matches;474ecac8
1979;Yussuf Poulsen;dk DEN;FW;RB Leipzig;de Bundesliga;24;1994;27.2;17.5;29.2;60.0;208.0;49.5;11.2;16.6;67.5;3.16;6.29;50.3;0.77;1.21;63.6;0.11;0.15;0.10;-0.04;1.21;1.25;0.81;0.15;2.35;Matches;d2416c2e
1980;Maxime Poundjé;fr FRA;DF;Bordeaux;fr Ligue 1;25;1992;28.2;39.6;51.8;76.5;579.7;253.5;23.0;26.0;88.3;12.9;17.3;74.4;2.16;4.96;43.6;0.07;0.06;0.07;0.01;1.06;2.45;1.17;0.82;4.43;Matches;b92edde2
1981;Gaëtan Poussin;fr FRA;GK;Bordeaux;fr Ligue 1;19;1999;1.0;20.0;35.0;57.1;702.0;653.0;3.00;3.00;100.0;9.00;9.00;100.0;8.00;23.0;34.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;c252c705
1982;José Pozo;es ESP;MF;Rayo Vallecano;es La Liga;22;1996;18.0;33.3;41.4;80.5;486.6;134.1;18.1;20.3;89.1;11.9;14.1;84.3;1.28;3.17;40.4;0.00;0.11;0.11;-0.11;1.67;4.11;1.50;0.11;6.61;Matches;fc8b614b
1983;Dennis Praet;be BEL;MF;Sampdoria;it Serie A;24;1994;32.1;48.5;58.2;83.3;720.8;212.3;28.2;31.2;90.5;15.1;17.7;85.4;3.24;5.45;59.4;0.09;0.16;0.14;-0.06;1.15;4.89;1.25;0.34;5.70;Matches;86695068
1984;Sanjin Prci?;ba BIH;MF;Levante;es La Liga;24;1993;5.9;39.8;48.8;81.6;706.3;207.8;17.1;20.0;85.6;16.9;19.8;85.5;4.58;6.95;65.9;0.00;0.00;0.03;0.00;0.17;5.42;0.17;0.17;6.27;Matches;51c30111
1985;Sanjin Prci?;ba BIH;MF;Strasbourg;fr Ligue 1;24;1993;11.7;53.8;64.2;83.9;1177.7;337.4;17.0;19.2;88.4;22.7;25.1;90.5;12.8;17.1;75.0;0.09;0.11;0.11;-0.03;1.62;6.41;0.85;0.34;8.89;Matches;51c30111
1986;Nicolas de Préville;fr FRA;FWMF;Bordeaux;fr Ligue 1;27;1991;14.1;23.5;35.9;65.6;391.3;103.9;11.6;14.4;80.8;7.87;11.2;70.3;2.70;6.67;40.4;0.21;0.27;0.16;-0.06;1.70;2.48;0.64;0.14;3.26;Matches;b0547a87
1987;Edgar Prib;de GER;MF;Hannover 96;de Bundesliga;28;1989;2.2;32.3;48.6;66.4;506.4;199.5;16.8;18.6;90.2;11.4;15.9;71.4;2.27;8.64;26.3;0.45;0.23;0.18;0.23;2.73;3.64;1.36;0.45;4.55;Matches;420ff5a3
1988;Alex Pritchard;eng ENG;MFFW;Huddersfield;eng Premier League;25;1993;23.1;29.9;42.5;70.4;438.7;110.7;17.6;20.8;84.4;8.66;12.1;71.4;2.08;4.72;44.0;0.00;0.08;0.07;-0.08;1.39;2.86;0.87;0.26;3.94;Matches;ff9fcd4d
1989;Sebastian Prödl;at AUT;DF;Watford;eng Premier League;31;1987;0.1;30.0;30.0;100.0;520.0;80.0;10.0;10.0;100.0;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f5e6d08d
1990;Quincy Promes;nl NED;FWDF;Sevilla;es La Liga;26;1992;17.6;40.4;53.2;76.0;616.4;211.1;23.6;27.3;86.5;13.0;18.3;71.1;2.78;4.49;62.0;0.17;0.26;0.23;-0.09;1.65;2.84;1.76;0.51;4.55;Matches;b182a240
1991;Davy Pröpper;nl NED;MF;Brighton;eng Premier League;26;1991;28.3;34.4;43.9;78.3;608.7;170.1;15.0;18.0;83.7;14.6;17.3;84.3;3.67;5.65;65.0;0.04;0.05;0.05;-0.01;0.67;4.63;0.60;0.04;5.83;Matches;fdd85f94
1992;Silvio Proto;be BEL;GK;Lazio;it Serie A;35;1983;2.0;22.5;32.0;70.3;828.0;707.5;1.00;1.00;100.0;10.0;10.0;100.0;11.5;21.0;54.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;c8a88acd
1993;Ivan Provedel;it ITA;GK;Empoli;it Serie A;24;1994;16.0;22.4;30.3;73.8;664.9;496.4;2.25;2.25;100.0;11.1;11.4;97.3;8.94;16.4;54.4;0.00;0.01;0.00;-0.01;0.19;0.44;0.00;0.00;0.00;Matches;277da414
1994;Javi Puado;es ESP;FWMF;Espanyol;es La Liga;20;1998;4.0;16.0;23.3;68.8;194.5;37.0;12.8;15.0;85.0;2.25;5.25;42.9;0.50;1.00;50.0;0.00;0.13;0.05;-0.13;1.00;1.00;0.75;0.25;1.25;Matches;2683eda7
1995;Manuel Pucciarelli;it ITA;FW;Chievo;it Serie A;27;1991;3.4;20.9;27.6;75.5;229.7;19.7;12.9;15.9;81.5;4.71;6.18;76.2;0.29;1.47;20.0;0.00;0.00;0.00;0.00;0.29;1.18;0.00;0.00;0.59;Matches;a1c7b425
1996;Riqui Puig;es ESP;MF;Barcelona;es La Liga;18;1999;1.7;62.4;68.2;91.4;918.8;133.5;39.4;42.4;93.1;20.0;20.6;97.1;2.35;3.53;66.7;0.00;0.41;0.12;-0.41;1.18;7.65;1.18;0.00;9.41;Matches;f090a37a
1997;Erick Pulgar;cl CHI;MF;Bologna;it Serie A;24;1994;26.2;47.4;60.4;78.5;884.2;305.6;20.2;22.8;88.8;19.9;23.6;84.5;6.53;11.8;55.3;0.08;0.15;0.14;-0.07;2.29;5.15;0.76;0.15;5.76;Matches;4,61E+31
1998;Jorge Pulido;es ESP;DF;Huesca;es La Liga;27;1991;30.9;25.5;34.6;73.7;478.5;192.4;9.71;11.4;85.2;12.4;15.4;80.6;2.82;6.18;45.5;0.10;0.02;0.03;0.07;0.39;1.59;0.26;0.13;2.39;Matches;978cd030
1999;Christian Pulisic;us USA;FW;Dortmund;de Bundesliga;19;1998;10.4;38.2;51.1;74.8;526.8;96.7;25.1;28.4;88.5;10.6;14.0;75.3;1.35;3.75;35.9;0.38;0.25;0.25;0.13;1.73;1.63;0.67;0.10;1.92;Matches;1bf33a9a
2000;Jason Puncheon;eng ENG;MF;Crystal Palace;eng Premier League;32;1986;0.1;90.0;120.0;75.0;1040.0;310.0;70.0;70.0;100.0;20.0;40.0;50.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;fd3f57ce
2001;Jason Puncheon;eng ENG;MF;Huddersfield;eng Premier League;32;1986;4.2;39.3;51.0;77.1;636.4;228.6;18.8;22.4;84.0;11.9;15.2;78.1;5.00;7.14;70.0;0.00;0.12;0.05;-0.12;1.19;4.76;0.95;0.00;6.19;Matches;fd3f57ce
2002;Ignacio Pussetto;ar ARG;FWMF;Udinese;it Serie A;22;1995;24.2;20.4;30.0;68.0;265.5;71.2;13.0;16.9;76.8;5.12;7.77;66.0;0.87;1.86;46.7;0.17;0.10;0.07;0.07;0.91;1.24;0.50;0.17;1.86;Matches;62437b4f
2003;Fabio Quagliarella;it ITA;FW;Sampdoria;it Serie A;35;1983;35.5;16.8;25.3;66.5;241.1;50.5;9.49;12.5;76.1;5.30;7.80;67.9;1.01;2.23;45.6;0.23;0.13;0.10;0.10;1.04;1.13;0.87;0.11;1.86;Matches;ee4f2f3b
2004;Robin Quaison;se SWE;FWMF;Mainz 05;de Bundesliga;24;1993;24.4;13.5;19.0;71.1;197.7;41.5;7.79;9.63;80.9;4.30;5.49;78.4;0.86;1.39;61.8;0.12;0.09;0.06;0.04;0.90;1.19;0.53;0.12;2.05;Matches;74c7c2db
2005;Collin Quaner;de GER;FW;Huddersfield;eng Premier League;27;1991;0.4;32.5;42.5;76.5;375.0;110.0;17.5;25.0;70.0;7.50;10.0;75.0;0.00;0.00;;0.00;0.25;0.25;-0.25;2.50;5.00;7.50;0.00;10.0;Matches;19b8b0b9
2006;Domingos Quina;pt POR;MF;Watford;eng Premier League;18;1999;3.8;51.3;61.1;84.1;890.8;257.9;23.4;27.4;85.6;21.1;23.2;90.9;5.26;6.58;80.0;0.00;0.03;0.05;-0.03;0.53;6.58;0.79;0.26;5.26;Matches;41fb0f4e
2007;Xavi Quintillà;es ESP;DF;Villarreal;es La Liga;21;1996;7.0;41.6;54.1;76.8;602.9;254.6;24.0;27.0;88.9;14.6;19.6;74.5;1.86;4.71;39.4;0.00;0.04;0.06;-0.04;0.71;2.43;0.43;0.43;3.43;Matches;84fb6aff
2008;Dani Raba;es ESP;MFFW;Villarreal;es La Liga;22;1995;2.1;36.2;49.0;73.8;636.7;90.0;18.6;21.0;88.6;10.0;13.3;75.0;6.19;9.05;68.4;0.48;0.38;0.38;0.10;2.38;0.95;0.48;0.00;3.33;Matches;ea6a7ab4
2009;Adrien Rabiot;fr FRA;MF;Paris S-G;fr Ligue 1;23;1995;11.8;83.1;89.8;92.5;1334.3;353.1;43.4;45.8;94.8;30.3;32.4;93.5;6.53;7.54;86.5;0.08;0.03;0.10;0.06;0.51;7.63;0.76;0.00;10.3;Matches;8,79E+254
2010;Nemanja Radonji?;rs SRB;FWMF;Marseille;fr Ligue 1;22;1996;7.6;15.5;23.4;66.3;216.6;52.8;9.21;11.6;79.5;3.03;4.74;63.9;1.32;2.11;62.5;0.00;0.03;0.04;-0.03;0.53;0.79;0.53;0.26;1.97;Matches;0630eb63
