;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
2098;Tomás Rincón;ve VEN;MF;Torino;it Serie A;29;1988;33.3;37.6;45.8;82.2;662.2;193.0;18.5;21.1;87.9;13.9;16.4;84.8;4.35;6.10;71.4;0.00;0.05;0.05;-0.05;0.66;3.45;0.78;0.09;4.38;Matches;f1cfc209
2099;Birk Risa;no NOR;FW;Köln;de Bundesliga;19;1998;0.9;13.3;23.3;57.1;201.1;64.4;5.56;7.78;71.4;4.44;5.56;80.0;1.11;5.56;20.0;0.00;0.00;0.11;0.00;1.11;1.11;0.00;0.00;1.11;Matches;c70b221c
2100;Marcel Risse;de GER;DFMF;Köln;de Bundesliga;27;1989;13.0;29.5;49.5;59.7;529.7;262.2;14.8;18.2;81.4;10.9;16.5;66.0;3.54;10.9;32.4;0.23;0.20;0.24;0.03;1.62;2.92;1.46;0.69;3.38;Matches;140afefb
2101;Matt Ritchie;sct SCO;MFFW;Newcastle Utd;eng Premier League;27;1989;31.2;26.7;41.0;65.2;447.6;144.2;13.4;15.6;85.7;8.56;12.8;66.9;3.46;8.97;38.6;0.16;0.19;0.15;-0.03;1.67;2.08;0.90;0.45;2.98;Matches;71ef519e
2102;Cristian Rivera;es ESP;MF;Eibar;es La Liga;20;1997;2.7;41.5;49.3;84.2;768.9;105.2;14.1;16.7;84.4;21.5;22.6;95.1;4.81;7.04;68.4;0.00;0.04;0.00;-0.04;0.74;4.07;0.00;0.00;1.85;Matches;8ef81d2d
2103;Emmanuel Rivière;fr FRA;FW;Metz;fr Ligue 1;27;1990;22.3;19.1;28.3;67.2;268.6;25.1;12.0;16.6;72.2;5.38;8.30;64.9;0.81;1.39;58.1;0.09;0.09;0.04;0.00;0.76;0.67;0.31;0.00;1.26;Matches;2bae5658
2104;Jonathan Rivierez;mq MTQ;DF;Metz;fr Ligue 1;28;1989;22.9;31.7;42.1;75.5;619.1;308.1;11.6;13.2;87.8;16.4;20.6;79.7;3.62;7.07;51.2;0.00;0.02;0.03;-0.02;0.39;3.45;0.70;0.44;3.23;Matches;7af0e1f8
2105;Luca Rizzo;it ITA;MF;SPAL;it Serie A;25;1992;5.4;26.3;39.3;67.0;403.7;125.4;15.0;18.3;81.8;8.70;11.5;75.8;1.67;3.70;45.0;0.00;0.15;0.13;-0.15;0.56;2.96;1.30;0.56;3.52;Matches;a3e4b724
2106;Arjen Robben;nl NED;FWMF;Bayern Munich;de Bundesliga;33;1984;16.7;42.6;52.8;80.6;712.9;194.2;22.8;26.2;87.0;14.9;18.4;80.8;3.95;5.99;66.0;0.30;0.31;0.31;-0.01;2.04;3.59;3.23;0.42;7.31;Matches;9586899
2107;Rober;es ESP;DFMF;Levante;es La Liga;22;1995;21.2;26.2;32.1;81.6;510.9;194.6;9.62;11.0;87.2;13.1;14.9;87.7;3.35;5.19;64.5;0.00;0.02;0.00;-0.02;0.09;1.60;0.00;0.00;2.12;Matches;c00097d2
2108;Roberto;es ESP;GK;Málaga;es La Liga;31;1986;34.0;15.3;29.4;52.0;639.6;552.9;0.71;0.71;100.0;4.85;4.94;98.2;9.71;23.6;41.0;0.00;0.00;0.00;-0.00;0.06;0.53;0.00;0.00;0.00;Matches;ba3ca78f
2109;Sergi Roberto;es ESP;DF;Barcelona;es La Liga;25;1992;24.7;66.2;74.2;89.2;938.8;266.8;40.5;42.6;95.1;19.4;22.1;87.7;3.60;4.90;73.6;0.28;0.15;0.16;0.13;0.93;4.82;1.26;0.16;5.63;Matches;335fa267
2110;Connor Roberts;wls WAL;DF;Swansea City;eng Premier League;21;1995;3.0;43.7;60.3;72.4;692.0;177.7;23.3;26.7;87.5;15.0;20.3;73.8;3.67;8.33;44.0;0.00;0.00;0.03;0.00;0.00;2.00;0.67;0.00;3.67;Matches;24fae784
2111;Andrew Robertson;sct SCO;DF;Liverpool;eng Premier League;23;1994;21.6;65.0;77.8;83.5;1029.9;317.4;32.0;34.9;91.9;27.5;32.0;86.1;3.38;6.90;49.0;0.23;0.19;0.16;0.04;1.11;5.60;1.44;0.37;6.94;Matches;2e4f5f03
2112;Álex Robles;es ESP;DF;Málaga;es La Liga;18;1999;1.0;21.0;34.0;61.8;361.0;151.0;10.0;10.0;100.0;7.00;13.0;53.8;2.00;6.00;33.3;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;Matches;df9326db
2113;Hal Robson-Kanu;wls WAL;FWMF;West Brom;eng Premier League;28;1989;9.2;13.8;22.6;61.1;181.6;49.8;8.26;11.3;73.1;3.59;5.65;63.5;0.76;2.28;33.3;0.00;0.04;0.05;-0.04;0.87;1.63;0.54;0.22;2.61;Matches;fb2dec57
2114;Marc Roca;es ESP;MF;Espanyol;es La Liga;20;1996;2.9;52.1;58.6;88.8;943.1;301.7;22.8;24.5;93.0;20.3;22.8;89.4;7.24;8.62;84.0;0.00;0.00;0.03;0.00;0.69;5.17;0.00;0.00;5.86;Matches;da27e268
2115;Rubén Rochina;es ESP;MFDF;Levante;es La Liga;26;1991;1.7;36.5;50.6;72.1;686.5;279.4;14.7;17.6;83.3;14.7;18.2;80.6;5.29;8.24;64.3;0.00;0.00;0.06;0.00;0.59;8.24;3.53;0.00;8.82;Matches;ecd8c01e
2116;Ronny Rodelin;fr FRA;FWMF;Caen;fr Ligue 1;27;1989;35.1;27.1;39.1;69.4;488.1;148.6;12.7;16.7;76.2;10.5;14.2;73.6;3.36;5.64;59.6;0.17;0.21;0.16;-0.04;1.68;3.79;1.05;0.31;6.27;Matches;1f8c7aa9
2117;Rodri;es ESP;MF;Villarreal;es La Liga;21;1996;35.9;62.0;69.2;89.7;1127.2;323.8;27.2;29.7;91.4;26.5;28.9;91.7;7.38;8.58;86.0;0.08;0.05;0.04;0.04;0.64;4.51;0.14;0.00;5.79;Matches;6434f10d
2118;Rodrigo;es ESP;FW;Valencia;es La Liga;26;1991;29.8;23.1;31.1;74.1;338.4;73.6;12.4;15.2;81.7;7.42;10.0;73.9;1.54;2.68;57.5;0.13;0.13;0.10;0.00;1.17;2.48;0.94;0.13;3.89;Matches;1fb1c435
2119;Kévin Rodrigues;pt POR;DF;Real Sociedad;es La Liga;23;1994;18.2;39.9;50.9;78.3;621.5;226.2;21.9;24.5;89.4;14.8;18.1;81.8;2.42;5.66;42.7;0.11;0.05;0.08;0.06;0.82;3.08;0.88;0.49;3.57;Matches;f1bed920
2120;Ángel Rodríguez;es ESP;FW;Getafe;es La Liga;30;1987;25.5;10.2;15.4;66.3;154.3;34.6;5.22;7.18;72.7;3.41;5.10;66.9;0.86;1.37;62.9;0.08;0.15;0.13;-0.07;0.71;1.02;0.59;0.12;1.29;Matches;8cfc2f69
2121;Iván Rodríguez;es ESP;DF;Málaga;es La Liga;21;1996;0.2;50.0;55.0;90.9;970.0;410.0;30.0;30.0;100.0;10.0;10.0;100.0;10.0;10.0;100.0;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;0.00;Matches;aa55fe48
2122;James Rodríguez;co COL;MFFW;Bayern Munich;de Bundesliga;26;1991;18.0;74.8;88.3;84.7;1448.8;401.2;30.8;33.3;92.5;32.4;37.7;86.1;10.9;15.1;72.4;0.61;0.42;0.43;0.19;3.50;10.0;1.83;0.39;11.3;Matches;715bf047
2123;Jay Rodriguez;eng ENG;FWMF;West Brom;eng Premier League;28;1989;31.2;16.6;23.7;69.9;230.4;61.2;9.97;12.1;82.1;4.13;6.31;65.5;0.96;2.28;42.3;0.03;0.05;0.07;-0.02;0.67;1.63;0.45;0.06;1.67;Matches;4ab53cdb
2124;Ricardo Rodríguez;ch SUI;DF;Milan;it Serie A;24;1992;33.4;52.1;62.6;83.2;913.5;280.6;24.2;25.7;94.3;21.6;25.1;86.0;5.18;8.98;57.7;0.00;0.06;0.07;-0.06;0.72;4.82;0.90;0.54;5.96;Matches;7f78ad23
2125;Marko Rog;hr CRO;MFFW;Napoli;it Serie A;22;1995;3.2;76.9;89.7;85.7;873.1;172.2;53.1;57.8;91.9;15.6;19.1;82.0;1.25;2.50;50.0;0.00;0.16;0.09;-0.16;2.19;8.13;0.31;0.00;5.94;Matches;b6b2b820
2126;Rogério;br BRA;DF;Sassuolo;it Serie A;19;1998;10.1;31.6;44.7;70.7;632.0;312.9;11.4;13.8;82.7;14.3;19.0;75.0;5.35;9.31;57.4;0.00;0.04;0.05;-0.04;0.79;3.76;0.79;0.69;4.36;Matches;10e7f486
2127;Marcus Rohdén;se SWE;MF;Crotone;it Serie A;26;1991;18.1;19.1;28.7;66.3;287.8;105.0;10.8;14.0;77.5;5.91;9.45;62.6;1.38;3.04;45.5;0.00;0.04;0.04;-0.04;0.66;1.82;0.22;0.17;2.43;Matches;b5b27493
2128;Marcos Rojo;ar ARG;DF;Manchester Utd;eng Premier League;27;1990;7.1;41.5;51.0;81.5;767.3;322.0;17.0;18.5;92.4;19.3;21.8;88.4;4.37;9.01;48.4;0.00;0.01;0.01;-0.01;0.28;3.80;0.00;0.00;1.83;Matches;e0991c04
2129;Diego Rolán;uy URU;FWMF;Málaga;es La Liga;24;1993;21.6;21.9;28.1;77.9;300.9;61.6;13.7;16.1;85.3;5.51;7.27;75.8;1.34;2.27;59.2;0.00;0.06;0.05;-0.06;0.93;1.71;0.79;0.14;2.64;Matches;d1491e00
2130;Rolando;pt POR;DF;Marseille;fr Ligue 1;31;1985;27.9;43.4;48.5;89.4;862.4;287.1;14.6;15.5;94.2;21.1;22.9;92.2;6.52;8.71;74.9;0.00;0.01;0.01;-0.01;0.11;1.43;0.07;0.00;2.15;Matches;0eeafda5
2131;Esteban Rolón;ar ARG;MF;Málaga;es La Liga;22;1995;4.6;22.8;30.0;76.1;387.0;105.0;12.6;15.4;81.7;6.96;9.78;71.1;2.83;3.26;86.7;0.00;0.00;0.02;0.00;0.22;1.52;0.22;0.00;2.17;Matches;10e25802
2132;Filippo Romagna;it ITA;DF;Cagliari;it Serie A;20;1997;21.0;31.8;41.8;76.1;640.2;269.2;10.8;12.6;85.6;15.8;18.3;86.2;4.57;9.10;50.3;0.00;0.01;0.03;-0.01;0.19;3.24;0.52;0.19;4.48;Matches;84594618
2133;Alessio Romagnoli;it ITA;DF;Milan;it Serie A;22;1995;26.1;52.0;57.1;90.9;1045.6;379.7;14.6;15.5;94.3;30.7;32.0;95.9;6.21;8.47;73.3;0.00;0.01;0.01;-0.01;0.27;2.76;0.00;0.00;3.10;Matches;3ead85f9
2134;Simone Romagnoli;it ITA;DF;Bologna;it Serie A;27;1990;6.2;36.5;45.0;81.0;763.4;305.6;10.0;11.0;91.2;21.0;23.4;89.7;5.48;10.2;54.0;0.00;0.00;0.00;0.00;0.16;2.10;0.16;0.00;3.23;Matches;09899de8
2135;Aristóteles Romero;ve VEN;MFFW;Crotone;it Serie A;21;1995;1.0;37.0;49.0;75.5;812.0;162.0;12.0;16.0;75.0;17.0;21.0;81.0;8.00;10.0;80.0;0.00;0.00;0.00;0.00;1.00;7.00;0.00;0.00;8.00;Matches;9f069180
2136;Óscar Romero;py PAR;MFFW;Alavés;es La Liga;25;1992;2.8;15.7;26.4;59.5;336.8;127.1;6.07;8.57;70.8;5.00;7.86;63.6;3.93;8.21;47.8;0.00;0.11;0.07;-0.11;1.79;1.79;0.36;0.00;2.14;Matches;4bc5f2b4
2137;Sergio Romero;ar ARG;GK;Manchester Utd;eng Premier League;30;1987;1.0;17.0;25.0;68.0;596.0;494.0;3.00;3.00;100.0;5.00;5.00;100.0;9.00;17.0;52.9;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;1e26e376
2138;Oriol Romeu;es ESP;MF;Southampton;eng Premier League;25;1991;32.2;47.3;57.6;82.2;810.5;243.6;21.7;24.8;87.4;20.2;24.0;84.5;4.25;6.02;70.6;0.00;0.04;0.04;-0.04;0.68;5.12;0.37;0.00;6.24;Matches;4b511457
2139;Rômulo;it ITA;MFDF;Hellas Verona;it Serie A;30;1987;35.2;33.2;45.3;73.3;519.8;176.0;18.4;21.3;86.8;11.1;14.7;75.4;2.39;5.91;40.4;0.14;0.10;0.09;0.04;1.42;2.81;0.94;0.60;3.44;Matches;07abb358
2140;Cristiano Ronaldo;pt POR;FW;Real Madrid;es La Liga;32;1985;25.4;24.2;31.1;77.9;325.5;68.7;15.4;18.2;84.4;6.46;8.35;77.4;1.02;1.61;63.4;0.20;0.20;0.19;0.00;1.50;1.73;1.02;0.16;3.90;Matches;dea698d9
2141;Facundo Roncaglia;ar ARG;DF;Celta Vigo;es La Liga;30;1987;16.6;56.9;65.2;87.3;1193.4;410.2;17.2;18.4;93.8;30.5;32.3;94.6;8.86;13.5;65.6;0.00;0.01;0.01;-0.01;0.12;3.13;0.12;0.00;3.61;Matches;51e3954c
2142;Salomón Rondón;ve VEN;FW;West Brom;eng Premier League;27;1989;30.7;18.4;28.5;64.5;240.8;41.9;11.9;15.8;75.5;4.56;7.43;61.4;0.68;1.43;47.7;0.10;0.09;0.08;0.01;0.75;1.53;0.46;0.07;2.15;Matches;b318a643
2143;Valentin Rongier;fr FRA;MF;Nantes;fr Ligue 1;22;1994;26.1;44.7;51.8;86.2;693.9;183.7;21.6;24.4;88.7;16.5;18.1;91.1;3.52;4.75;74.2;0.08;0.08;0.08;-0.00;1.07;4.25;0.73;0.08;5.94;Matches;ed45c4a5
2144;Marten de Roon;nl NED;MF;Atalanta;it Serie A;26;1991;28.6;50.0;59.4;84.2;919.5;267.6;20.3;23.1;87.9;22.7;25.6;88.6;5.91;7.94;74.4;0.10;0.05;0.06;0.06;0.66;6.22;0.73;0.07;7.17;Matches;2a1beb34
2145;Wayne Rooney;eng ENG;MFFW;Everton;eng Premier League;31;1985;25.2;37.1;49.2;75.3;708.2;185.7;15.8;18.8;84.0;13.8;16.3;84.9;5.95;10.4;57.0;0.08;0.09;0.13;-0.01;1.31;4.64;1.03;0.24;4.84;Matches;f07be45a
2146;Roberto Rosales;ve VEN;DF;Málaga;es La Liga;28;1988;34.7;39.2;55.8;70.2;703.1;359.2;19.4;22.6;86.0;13.5;19.1;70.3;5.59;11.3;49.4;0.00;0.11;0.11;-0.11;1.56;3.80;1.04;0.72;4.41;Matches;81069528
2147;Danny Rose;eng ENG;DF;Tottenham;eng Premier League;27;1990;8.9;45.1;60.1;75.0;827.8;339.4;18.3;22.0;83.2;21.0;26.6;78.9;4.83;8.99;53.8;0.11;0.07;0.10;0.04;1.12;4.04;1.91;0.56;6.29;Matches;89d10e53
2148;Liam Rosenior;eng ENG;DF;Brighton;eng Premier League;33;1984;1.8;33.3;49.4;67.4;612.2;350.6;15.0;18.9;79.4;12.8;17.2;74.2;5.00;10.0;50.0;0.00;0.00;0.00;0.00;0.00;2.22;0.00;0.00;2.78;Matches;8b0d6fe9
2149;Aleandro Rosi;it ITA;DF;Genoa;it Serie A;30;1987;18.9;29.8;43.1;69.2;468.7;181.9;16.5;19.6;84.3;11.3;16.7;67.9;1.64;4.76;34.4;0.05;0.06;0.03;-0.01;0.37;2.70;0.21;0.16;2.91;Matches;1b729ba2
2150;Valentin Rosier;fr FRA;DF;Dijon;fr Ligue 1;20;1996;30.9;36.5;47.5;76.9;577.1;196.5;20.0;22.2;90.1;13.0;16.7;77.7;2.65;5.79;45.8;0.10;0.08;0.07;0.02;0.49;2.33;0.74;0.26;3.30;Matches;9b6d9b53
2151;Luca Rossettini;it ITA;DF;Genoa;it Serie A;32;1985;22.5;37.7;45.5;83.0;788.1;295.3;9.07;10.2;89.1;23.4;25.7;91.0;4.84;8.53;56.8;0.00;0.00;0.00;-0.00;0.13;2.36;0.00;0.00;2.31;Matches;47a500ae
2152;Francesco Rossi;it ITA;GK;Atalanta;it Serie A;26;1991;0.1;30.0;30.0;100.0;1000.0;910.0;0.00;0.00;;20.0;20.0;100.0;10.0;10.0;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;7b5f516f
2153;Giuseppe Rossi;it ITA;FWMF;Genoa;it Serie A;30;1987;2.9;30.3;37.6;80.7;489.0;63.8;15.5;17.6;88.2;9.31;11.7;79.4;3.45;4.14;83.3;0.00;0.10;0.10;-0.10;0.34;1.03;2.41;0.00;3.79;Matches;fe48a073
2154;Jérôme Roussillon;fr FRA;DF;Montpellier;fr Ligue 1;24;1993;20.9;36.5;48.6;75.1;579.3;259.8;20.3;23.1;88.2;12.4;16.0;77.3;2.78;5.84;47.5;0.14;0.18;0.16;-0.04;1.29;2.34;1.05;0.67;3.83;Matches;13203c45
2155;Wayne Routledge;eng ENG;MFFW;Swansea City;eng Premier League;32;1985;4.8;24.0;36.9;65.0;349.2;100.2;12.1;14.8;81.7;9.58;13.3;71.9;1.04;3.96;26.3;0.00;0.08;0.15;-0.08;1.25;1.67;1.25;0.63;3.54;Matches;1d387eee
2156;Nolan Roux;fr FRA;FWMF;Metz;fr Ligue 1;29;1988;31.5;17.2;25.6;67.0;288.1;66.3;9.14;12.1;75.6;6.25;9.59;65.2;1.40;2.22;62.9;0.03;0.06;0.04;-0.03;0.83;1.94;0.54;0.10;2.57;Matches;3071a619
2157;Rubén;es ESP;GK;La Coruña;es La Liga;33;1984;27.5;16.1;25.9;62.1;584.7;455.9;1.60;1.64;97.8;5.78;5.82;99.4;8.62;18.2;47.3;0.00;0.00;0.00;0.00;0.00;0.36;0.00;0.00;0.00;Matches;24279b8b
2158;Antonio Rüdiger;de GER;DF;Chelsea;eng Premier League;24;1993;26.0;59.2;66.7;88.8;1093.2;350.0;23.8;25.0;95.2;28.2;30.8;91.6;5.81;8.69;66.8;0.04;0.02;0.03;0.02;0.12;4.38;0.08;0.00;4.65;Matches;18b896d6
2159;Sebastian Rudy;de GER;MF;Bayern Munich;de Bundesliga;27;1990;16.8;56.2;64.4;87.2;1050.9;290.7;22.8;24.9;91.4;26.1;28.7;91.1;6.73;8.93;75.3;0.24;0.08;0.10;0.15;1.19;6.67;0.71;0.00;7.20;Matches;80f36c88
2160;Stéphane Ruffier;fr FRA;GK;Saint-Étienne;fr Ligue 1;30;1986;34.6;22.6;33.0;68.5;686.0;517.3;2.25;2.28;98.7;11.0;11.0;99.2;9.39;19.6;48.0;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;Matches;cac76a72
2161;Vincent Rüfli;ch SUI;DFFW;Dijon;fr Ligue 1;29;1988;0.3;33.3;43.3;76.9;680.0;303.3;6.67;13.3;50.0;26.7;30.0;88.9;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;3.33;Matches;a87e9eb6
2162;Daniele Rugani;it ITA;DF;Juventus;it Serie A;23;1994;21.5;63.8;70.3;90.7;1200.1;395.3;20.6;21.5;95.7;37.2;39.8;93.3;5.12;7.67;66.7;0.05;0.03;0.02;0.02;0.14;1.81;0.00;0.00;1.81;Matches;14b8fcdf
2163;Mário Rui;pt POR;DF;Napoli;it Serie A;26;1991;23.2;79.6;93.8;84.8;1065.6;377.6;51.1;53.9;94.8;21.0;25.6;82.2;3.28;7.50;43.7;0.09;0.13;0.09;-0.04;1.21;5.22;1.03;0.26;5.91;Matches;0b5a292a
2164;Aitor Ruibal;es ESP;MF;Betis;es La Liga;21;1996;0.1;40.0;40.0;100.0;330.0;50.0;40.0;40.0;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;a55d8df5
2165;Fabián Ruiz Peña;es ESP;MF;Betis;es La Liga;21;1996;29.5;61.5;71.9;85.5;1004.3;243.7;32.5;35.8;90.8;21.5;24.5;87.6;5.69;7.19;79.2;0.20;0.07;0.07;0.13;1.12;6.37;1.02;0.07;7.15;Matches;c0c7ff58
2166;Víctor Ruiz;es ESP;DF;Villarreal;es La Liga;28;1989;26.8;45.4;53.4;85.2;892.0;402.9;17.6;18.7;94.4;21.2;23.3;91.0;5.97;10.1;58.8;0.04;0.00;0.03;0.03;0.11;2.28;0.15;0.04;2.13;Matches;b3dc6eca
2167;Antonio Rukavina;rs SRB;DF;Villarreal;es La Liga;33;1984;14.1;34.7;44.5;77.9;588.9;241.5;16.7;19.2;87.1;14.0;17.5;79.8;3.12;6.10;51.2;0.00;0.04;0.04;-0.04;0.57;1.91;0.57;0.35;2.55;Matches;e12d7851
2168;Gerónimo Rulli;ar ARG;GK;Real Sociedad;es La Liga;25;1992;26.0;32.6;42.9;76.0;898.7;644.5;4.35;4.38;99.1;17.2;17.7;97.2;10.9;20.5;53.3;0.00;0.00;0.00;0.00;0.04;0.15;0.00;0.00;0.00;Matches;625c144a
2169;Lukas Rupp;de GER;MFFW;Hoffenheim;de Bundesliga;26;1991;12.9;27.9;36.9;75.6;409.7;142.5;15.9;19.0;83.7;8.60;11.4;75.5;1.71;3.18;53.7;0.16;0.16;0.12;0.00;1.32;2.95;0.93;0.31;3.95;Matches;3faa1780
2170;Marco Russ;de GER;DF;Eint Frankfurt;de Bundesliga;31;1985;12.7;37.7;46.7;80.8;723.0;303.5;12.6;14.6;86.0;20.0;22.9;87.3;4.49;7.48;60.0;0.00;0.01;0.02;-0.01;0.24;2.60;0.24;0.00;4.65;Matches;e26c4233
2171;Mathew Ryan;au AUS;GK;Brighton;eng Premier League;25;1992;38.0;16.4;31.2;52.7;679.9;579.3;0.53;0.53;100.0;4.68;4.71;99.4;11.2;25.7;43.8;0.00;0.00;0.00;0.00;0.00;0.63;0.00;0.00;0.00;Matches;4535e4bb
2172;Idriss Saadi;dz ALG;FW;Strasbourg;fr Ligue 1;25;1992;10.5;13.0;20.1;64.5;166.4;35.8;7.71;10.1;76.4;3.24;5.62;57.6;0.76;1.71;44.4;0.00;0.05;0.08;-0.05;0.67;0.76;0.95;0.38;1.43;Matches;17f29fb0
2173;Youssouf Sabaly;sn SEN;DF;Bordeaux;fr Ligue 1;24;1993;34.4;48.3;61.2;78.9;706.3;292.7;27.8;31.0;89.4;14.4;18.7;77.1;3.31;5.64;58.8;0.15;0.11;0.10;0.04;1.05;3.75;1.25;0.73;4.94;Matches;fbbb9269
2174;Abdelhamid Sabiri;ma MAR;MF;Huddersfield;eng Premier League;20;1996;2.4;27.5;41.7;66.0;377.9;95.8;16.7;24.2;69.0;7.08;10.4;68.0;1.67;3.75;44.4;0.42;0.04;0.04;0.38;1.25;3.75;0.83;0.00;5.42;Matches;4830e0af
2175;Marcel Sabitzer;at AUT;MFFW;RB Leipzig;de Bundesliga;23;1994;19.9;33.9;47.5;71.2;514.1;189.1;18.8;22.9;82.0;10.4;14.6;71.1;2.86;6.03;47.5;0.25;0.17;0.22;0.09;1.71;3.92;1.46;0.45;5.63;Matches;e280527c
2176;Enric Saborit;es ESP;DF;Athletic Club;es La Liga;25;1992;15.9;33.0;44.5;74.1;575.9;161.7;15.3;18.1;84.7;14.3;18.5;77.6;2.96;5.79;51.1;0.06;0.03;0.03;0.03;0.38;2.01;0.69;0.19;2.52;Matches;eb5bc3eb
2177;Ihsan Sacko;fr FRA;FWMF;Nice;fr Ligue 1;20;1997;2.9;23.1;30.0;77.0;336.2;54.1;14.5;16.9;85.7;7.59;8.28;91.7;0.69;1.72;40.0;0.34;0.21;0.07;0.14;0.69;1.03;0.34;0.00;1.72;Matches;68a87d66
2178;Ihsan Sacko;fr FRA;FWMF;Strasbourg;fr Ligue 1;20;1997;7.9;17.7;25.2;70.4;247.1;45.7;10.1;12.7;80.0;5.44;7.85;69.4;0.76;1.90;40.0;0.00;0.09;0.13;-0.09;0.63;0.76;0.38;0.00;1.65;Matches;68a87d66
2179;Mujaid Sadick;es ESP;DF;La Coruña;es La Liga;17;2000;1.2;31.7;34.2;92.7;516.7;154.2;11.7;11.7;100.0;18.3;20.0;91.7;0.83;1.67;50.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;21164a21
2180;Armando Sadiku;al ALB;FW;Levante;es La Liga;26;1991;3.0;17.7;23.7;74.6;229.0;59.7;10.3;13.0;79.5;6.00;7.67;78.3;0.00;0.67;0.0;0.00;0.00;0.00;0.00;0.33;1.67;0.00;0.00;2.00;Matches;8b6d1830
2181;Umar Sadiq;ng NGA;FW;Torino;it Serie A;20;1997;2.5;10.0;20.4;49.0;95.6;15.2;6.40;11.6;55.2;1.20;2.40;50.0;0.00;0.00;;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;Matches;686cbe7d
2182;Bacary Sagna;fr FRA;DF;Benevento;it Serie A;34;1983;10.6;65.1;73.9;88.1;992.5;331.5;35.7;38.0;93.8;23.3;26.2;88.8;3.96;6.04;65.6;0.00;0.14;0.06;-0.14;1.13;2.83;0.47;0.38;4.62;Matches;6ef56efd
2183;Adrián Sahibeddine;fr FRA;FWMF;Dijon;fr Ligue 1;22;1994;0.4;10.0;12.5;80.0;92.5;20.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;22c77851
2184;Nuri ?ahin;tr TUR;MF;Dortmund;de Bundesliga;28;1988;13.6;67.8;81.3;83.4;1169.9;402.4;30.7;34.3;89.7;29.7;33.2;89.4;5.66;10.7;52.7;0.15;0.24;0.20;-0.09;1.62;10.1;1.99;0.29;10.8;Matches;f4081572
2185;Wesley Saïd;fr FRA;FWMF;Dijon;fr Ligue 1;22;1995;20.4;18.4;24.8;74.3;254.4;57.7;10.7;12.7;84.2;5.64;7.84;71.9;0.78;2.01;39.0;0.10;0.10;0.10;-0.00;0.69;1.42;0.39;0.00;2.25;Matches;90fcf472
2186;Allan Saint-Maximin;fr FRA;FWMF;Nice;fr Ligue 1;20;1997;25.0;27.0;36.7;73.4;430.1;94.7;15.2;18.6;82.1;9.28;12.4;74.8;1.76;3.00;58.7;0.28;0.20;0.21;0.08;1.84;0.96;1.52;0.40;3.40;Matches;2b16cb1a
2187;Allan Saint-Maximin;fr FRA;MF;Monaco;fr Ligue 1;20;1997;0.2;15.0;20.0;75.0;245.0;65.0;10.0;15.0;66.7;5.00;5.00;100.0;0.00;0.00;;0.00;1.50;0.50;-1.50;5.00;0.00;5.00;5.00;0.00;Matches;2b16cb1a
2188;Henri Saivet;sn SEN;MF;Newcastle Utd;eng Premier League;26;1990;0.9;16.7;28.9;57.7;238.9;32.2;10.0;11.1;90.0;4.44;10.0;44.4;1.11;5.56;20.0;0.00;0.00;0.00;0.00;0.00;1.11;0.00;0.00;1.11;Matches;f3709655
2189;G?toku Sakai;jp JPN;DFMF;Hamburger SV;de Bundesliga;26;1991;25.4;40.8;53.9;75.7;750.7;287.8;18.1;21.8;83.2;17.1;21.5;79.3;5.04;8.31;60.7;0.00;0.03;0.07;-0.03;0.51;4.57;0.83;0.28;5.94;Matches;c8e25f78
2190;Hiroki Sakai;jp JPN;DF;Marseille;fr Ligue 1;27;1990;28.0;44.6;55.7;80.0;569.0;227.1;27.1;29.7;91.3;11.5;15.4;75.1;1.64;3.96;41.4;0.11;0.05;0.06;0.06;0.50;1.57;0.54;0.11;4.00;Matches;d63e2912
