;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
200;Philipp Bargfrede;de GER;MF;Werder Bremen;de Bundesliga;31;1989;0.3;50.0;53.3;93.8;796.7;300.0;30.0;30.0;100.0;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;6.67;0.00;0.00;6.67;Matches;3f7cd8f1
201;Kike Barja;es ESP;MFFW;Osasuna;es La Liga;23;1997;15.9;21.4;31.8;67.5;345.2;96.5;11.0;13.3;82.5;7.30;10.6;69.0;1.95;3.90;50.0;0.19;0.13;0.09;0.06;1.01;1.01;1.32;0.57;3.46;Matches;aad53e64
202;Ross Barkley;eng ENG;MF;Aston Villa;eng Premier League;26;1993;17.0;37.6;46.8;80.5;609.6;164.7;19.4;22.5;86.2;12.6;15.0;83.9;3.82;5.71;67.0;0.06;0.25;0.14;-0.19;2.29;2.71;1.47;0.00;5.18;Matches;3a24769f
203;Ross Barkley;eng ENG;FWMF;Chelsea;eng Premier League;26;1993;0.5;46.0;54.0;85.2;874.0;196.0;22.0;28.0;78.6;14.0;16.0;87.5;10.0;10.0;100.0;0.00;0.20;0.00;-0.20;2.00;2.00;2.00;0.00;4.00;Matches;3a24769f
204;Aymen Barkok;ma MAR;MFDF;Eint Frankfurt;de Bundesliga;22;1998;10.9;33.2;45.4;73.1;505.5;162.3;18.4;22.5;82.0;10.8;14.6;74.2;2.39;4.68;51.0;0.28;0.29;0.24;-0.02;2.39;2.75;1.74;0.46;4.22;Matches;a2a85828
205;Ashley Barnes;eng ENG;FW;Burnley;eng Premier League;30;1989;14.8;12.8;21.3;60.0;159.6;34.2;8.38;11.5;72.9;2.57;4.26;60.3;0.54;1.49;36.4;0.00;0.05;0.05;-0.05;1.22;1.01;0.41;0.07;1.35;Matches;2691c772
206;Harvey Barnes;eng ENG;FWMF;Leicester City;eng Premier League;22;1997;21.6;21.3;29.5;72.1;293.1;71.0;12.6;15.9;79.3;6.25;7.92;78.9;0.93;1.71;54.1;0.19;0.07;0.11;0.11;1.20;1.76;0.79;0.05;2.59;Matches;3ea50f67
207;Marc Baró;es ESP;DF;Cádiz;es La Liga;20;1999;1.0;11.0;19.0;57.9;224.0;156.0;5.00;6.00;83.3;3.00;6.00;50.0;3.00;6.00;50.0;0.00;0.10;0.20;-0.10;2.00;0.00;0.00;0.00;0.00;Matches;74aa6ab7
208;Antonio Barragán;es ESP;DF;Elche;es La Liga;33;1987;24.8;44.0;53.5;82.3;760.1;287.3;21.0;22.7;92.9;17.0;20.5;83.1;4.72;7.66;61.6;0.12;0.03;0.03;0.09;0.40;2.70;0.56;0.36;2.78;Matches;487d9b09
209;Antonio Barreca;it ITA;DF;Fiorentina;it Serie A;25;1995;0.9;35.6;56.7;62.7;533.3;174.4;18.9;21.1;89.5;13.3;22.2;60.0;2.22;5.56;40.0;0.00;0.00;0.00;0.00;1.11;4.44;1.11;1.11;6.67;Matches;6a189491
210;Leandro Barreiro Martins;lu LUX;MF;Mainz 05;de Bundesliga;20;2000;25.6;17.5;27.4;64.0;268.4;112.4;8.79;12.3;71.2;6.95;9.22;75.4;1.05;2.89;36.5;0.08;0.11;0.08;-0.03;0.70;1.80;0.35;0.08;2.97;Matches;00242b75
211;Ander Barrenetxea;es ESP;MFFW;Real Sociedad;es La Liga;18;2001;14.5;20.1;28.5;70.5;308.5;71.6;10.5;13.0;80.9;7.79;10.3;75.3;0.97;2.28;42.4;0.00;0.13;0.08;-0.13;1.03;1.66;1.03;0.28;2.55;Matches;200e89e1
212;Jacob Barrett Laursen;dk DEN;DF;Arminia;de Bundesliga;25;1994;12.3;35.3;45.3;77.9;624.6;230.3;15.8;18.8;84.0;15.2;18.8;81.0;3.50;5.53;63.2;0.08;0.09;0.09;-0.01;0.33;2.76;0.49;0.24;2.44;Matches;c0d3bd23
213;Musa Barrow;gm GAM;FWMF;Bologna;it Serie A;21;1998;32.5;25.2;35.8;70.2;427.0;110.3;13.3;16.3;81.7;7.60;10.2;74.6;3.17;6.55;48.4;0.25;0.18;0.13;0.06;1.85;2.55;0.95;0.37;3.17;Matches;e5bf73f3
214;Kyle Bartley;eng ENG;DF;West Brom;eng Premier League;29;1991;28.7;22.5;29.3;76.8;427.7;163.3;7.77;9.27;83.8;12.0;14.4;83.7;2.23;4.56;48.9;0.03;0.05;0.03;-0.01;0.24;1.64;0.14;0.00;1.53;Matches;18e96f64
215;Paolo Bartolomei;it ITA;MF;Spezia;it Serie A;30;1989;3.6;25.3;34.4;73.4;392.5;92.2;13.1;14.7;88.7;10.0;12.2;81.8;1.39;5.28;26.3;0.28;0.08;0.17;0.19;1.39;2.50;0.56;0.28;2.78;Matches;6029a945
216;Marc Bartra;es ESP;DF;Betis;es La Liga;29;1991;18.8;41.3;51.6;79.9;802.7;257.0;14.0;16.1;86.8;22.6;25.5;88.7;4.15;8.72;47.6;0.05;0.05;0.05;0.00;0.16;1.60;0.11;0.00;1.65;Matches;b742cc0d
217;Daniele Baselli;it ITA;MF;Torino;it Serie A;28;1992;4.4;37.0;49.3;75.1;679.3;234.3;17.7;21.4;83.0;11.6;15.5;75.0;6.59;8.86;74.4;0.00;0.16;0.11;-0.16;2.05;4.77;0.68;0.00;5.68;Matches;ea06dd97
218;Chris Basham;eng ENG;DFMF;Sheffield Utd;eng Premier League;32;1988;28.6;32.8;40.3;81.4;519.0;154.3;17.2;19.5;88.5;12.7;14.9;85.4;2.17;4.06;53.4;0.03;0.03;0.03;0.00;0.38;1.75;0.49;0.21;2.87;Matches;1aa84968
219;Toma Baši?;hr CRO;MF;Bordeaux;fr Ligue 1;23;1996;28.9;36.3;44.6;81.3;643.9;157.4;15.6;17.5;88.9;15.6;18.0;86.8;3.84;6.68;57.5;0.03;0.09;0.08;-0.05;0.90;2.70;0.62;0.10;3.84;Matches;80556f08
220;Álvaro Bastida;es ESP;MF;Cádiz;es La Liga;16;2004;0.4;10.0;20.0;50.0;142.5;15.0;5.00;7.50;66.7;0.00;0.00;;2.50;7.50;33.3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;42a028c5
221;Alessandro Bastoni;it ITA;DF;Inter;it Serie A;21;1999;32.5;63.5;71.0;89.5;1147.0;321.5;28.0;29.3;95.6;27.7;29.6;93.5;6.95;9.69;71.7;0.09;0.05;0.04;0.05;0.37;4.62;0.49;0.12;4.49;Matches;75b86fb3
222;Simone Bastoni;it ITA;DF;Spezia;it Serie A;23;1996;16.9;47.0;63.2;74.3;814.1;286.2;23.4;26.4;88.6;17.3;22.4;77.3;5.27;9.94;53.0;0.41;0.18;0.15;0.23;1.72;4.08;1.60;0.59;5.03;Matches;1ac232b8
223;Bastos;ao ANG;DF;Lazio;it Serie A;29;1991;0.7;54.3;58.6;92.7;791.4;217.1;30.0;31.4;95.5;18.6;21.4;86.7;1.43;1.43;100.0;0.00;0.00;0.00;0.00;0.00;1.43;2.86;0.00;4.29;Matches;c01c66d9
224;Michy Batshuayi;be BEL;FW;Crystal Palace;eng Premier League;26;1993;8.1;15.1;21.5;70.1;188.0;36.2;10.0;12.2;81.8;3.70;4.57;81.1;0.37;0.62;60.0;0.12;0.20;0.12;-0.07;1.11;0.99;0.62;0.00;1.60;Matches;2973d8ff
225;Rodrigo Battaglia;ar ARG;MF;Alavés;es La Liga;29;1991;27.7;31.4;37.5;83.7;531.3;129.0;14.3;16.2;88.0;13.1;14.7;89.2;2.78;4.22;65.8;0.00;0.01;0.01;-0.01;0.11;2.13;0.14;0.00;2.64;Matches;d637fc22
226;Cristian Battocchio;it ITA;MF;Brest;fr Ligue 1;28;1992;3.9;43.8;53.6;81.8;723.8;214.9;24.1;26.2;92.2;15.9;18.7;84.9;3.59;7.95;45.2;0.00;0.08;0.10;-0.08;1.28;4.10;0.00;0.00;5.13;Matches;0f9b8301
