;;;;;;;;Playing Time;Playing Time;Playing Time;;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;GA;GA90;SoTA;Saves;Save%;W;D;L;CS;CS%;PKatt;PKA;PKsv;PKm;Save%;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born;Playing Time MP;Playing Time Starts;Playing Time Min; 90s;Performance GA;Performance GA90;Performance SoTA;Performance Saves;Performance Save%;Performance W;Performance D;Performance L;Performance CS;Performance CS%;Penalty Kicks PKatt;Penalty Kicks PKA;Penalty Kicks PKsv;Penalty Kicks PKm;Penalty Kicks Save%; Matches;#NAME?
104;Anthony Lopes;pt POR;GK;Lyon;fr Ligue 1;27;1990;34;34;3060;34.0;1.24;1.24;3.94;2.79;72.4;0.53;0.26;0.21;0.26;26.5;0.15;0.15;0.00;0.00;0.0;Matches;f00de885
105;Diego López;es ESP;GK;Espanyol;es La Liga;36;1981;38;38;3420;38.0;1.32;1.32;4.39;3.08;73.7;0.37;0.29;0.34;0.26;26.3;0.21;0.16;0.05;0.00;25.0;Matches;73683fa9
106;Pau López;es ESP;GK;Betis;es La Liga;23;1994;33;33;2970;33.0;1.42;1.42;4.06;2.61;67.2;0.36;0.21;0.42;0.30;30.3;0.12;0.09;0.03;0.00;25.0;Matches;20b9f052
107;Jonas Lössl;dk DEN;GK;Huddersfield;eng Premier League;29;1989;31;30;2777;30.9;1.75;1.75;4.56;2.78;64.5;0.10;0.16;0.71;0.16;16.7;0.16;0.13;0.03;0.00;20.0;Matches;939bc634
108;Andriy Lunin;ua UKR;GK;Leganés;es La Liga;19;1999;5;4;364;4.1;1.22;1.24;4.63;3.17;78.9;0.24;0.00;0.73;0.49;50.0;0.49;0.24;0.24;0.00;50.0;Matches;3061e1ec
109;Andreas Luthe;de GER;GK;Augsburg;de Bundesliga;31;1987;15;14;1310;14.6;1.51;1.51;5.34;3.90;71.8;0.21;0.34;0.41;0.14;14.3;0.00;0.00;0.00;0.00;;Matches;7fe12375
110;Mike Maignan;fr FRA;GK;Lille;fr Ligue 1;23;1995;38;38;3420;38.0;0.87;0.87;3.29;2.37;78.4;0.58;0.24;0.18;0.39;39.5;0.26;0.16;0.05;0.05;25.0;Matches;fcb38f57
111;Steve Mandanda;fr FRA;GK;Marseille;fr Ligue 1;33;1985;31;31;2736;30.4;1.32;1.32;3.72;2.37;69.9;0.46;0.16;0.39;0.30;29.0;0.23;0.20;0.03;0.00;14.3;Matches;1d2d5cc8
112;Federico Marchetti;it ITA;GK;Genoa;it Serie A;35;1983;4;4;360;4.0;2.50;2.50;4.50;2.25;44.4;0.50;0.00;0.50;0.25;25.0;0.00;0.00;0.00;0.00;;Matches;f794b426
113;Jordi Masip;es ESP;GK;Valladolid;es La Liga;29;1989;35;35;3150;35.0;1.29;1.29;4.09;2.74;72.0;0.29;0.26;0.46;0.26;25.7;0.23;0.14;0.09;0.00;37.5;Matches;8fae77ea
114;Christian Mathenia;de GER;GK;Nürnberg;de Bundesliga;26;1992;22;22;1933;21.5;1.86;1.86;5.49;3.72;67.8;0.05;0.33;0.65;0.09;9.1;0.09;0.09;0.00;0.00;0.0;Matches;4a15e95b
115;Alex McCarthy;eng ENG;GK;Southampton;eng Premier League;28;1989;25;25;2250;25.0;1.76;1.76;4.76;3.12;64.7;0.20;0.32;0.48;0.16;16.0;0.08;0.08;0.00;0.00;0.0;Matches;36c2ca73
116;Edouard Mendy;sn SEN;GK;Reims;fr Ligue 1;26;1992;38;38;3420;38.0;1.11;1.11;3.95;2.89;76.7;0.34;0.42;0.24;0.37;36.8;0.18;0.18;0.00;0.00;0.0;Matches;33887998
117;Alex Meret;it ITA;GK;Napoli;it Serie A;21;1997;14;13;1150;12.8;0.70;0.70;3.75;3.05;85.4;0.70;0.08;0.23;0.39;38.5;0.16;0.16;0.00;0.00;0.0;Matches;9413b19f
118;Vanja Milinkovi?-Savi?;rs SRB;GK;SPAL;it Serie A;21;1997;2;2;164;1.8;2.22;2.20;8.89;6.67;75.0;0.56;0.00;0.56;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;9fa26bc2
119;Antonio Mirante;it ITA;GK;Roma;it Serie A;35;1983;11;11;990;11.0;0.55;0.55;3.45;2.82;84.2;0.55;0.36;0.09;0.55;54.5;0.09;0.00;0.09;0.00;100.0;Matches;30223b33
120;Jessy Moulin;fr FRA;GK;Saint-Étienne;fr Ligue 1;32;1986;1;1;90;1.0;1.00;1.00;5.00;5.00;80.0;0.00;1.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;28a65a2c
121;Florian Müller;de GER;GK;Mainz 05;de Bundesliga;20;1997;24;24;2160;24.0;1.79;1.79;5.17;3.38;67.7;0.33;0.13;0.54;0.21;20.8;0.17;0.13;0.00;0.04;0.0;Matches;cbac6ec9
122;Juan Musso;ar ARG;GK;Udinese;it Serie A;24;1994;29;29;2610;29.0;1.38;1.38;4.97;3.62;77.8;0.31;0.28;0.41;0.24;24.1;0.28;0.28;0.00;0.00;0.0;Matches;a111cf41
123;Yvon Mvogo;ch SUI;GK;RB Leipzig;de Bundesliga;24;1994;2;1;135;1.5;1.33;1.33;2.67;1.33;75.0;0.00;0.00;0.67;0.67;100.0;0.67;0.67;0.00;0.00;0.0;Matches;dc29b608
124;Keylor Navas;cr CRC;GK;Real Madrid;es La Liga;31;1986;10;10;900;10.0;0.80;0.80;3.10;2.30;74.2;0.60;0.20;0.20;0.40;40.0;0.00;0.00;0.00;0.00;;Matches;ecada4fc
125;Neto;br BRA;GK;Valencia;es La Liga;29;1989;34;34;3060;34.0;1.00;1.00;4.09;3.12;80.6;0.38;0.41;0.21;0.29;29.4;0.24;0.21;0.03;0.00;12.5;Matches;a9dc785c
126;Manuel Neuer;de GER;GK;Bayern Munich;de Bundesliga;32;1986;26;26;2303;25.6;0.90;0.90;2.19;1.33;64.3;0.78;0.12;0.12;0.39;38.5;0.12;0.12;0.00;0.00;0.0;Matches;8778c910
127;Will Norris;eng ENG;GK;Wolves;eng Premier League;24;1993;1;0;;0.0;0;;0;0;;0;0;0;1;;0;0;0;0;;Matches;c73ada83
128;Alexander Nübel;de GER;GK;Schalke 04;de Bundesliga;21;1996;18;18;1588;17.6;1.65;1.64;4.72;3.01;68.7;0.23;0.34;0.45;0.23;22.2;0.23;0.17;0.06;0.00;25.0;Matches;afb0c500
129;Jan Oblak;si SVN;GK;Atlético Madrid;es La Liga;25;1993;37;37;3330;37.0;0.73;0.73;3.49;2.81;82.9;0.59;0.24;0.16;0.54;54.1;0.14;0.14;0.00;0.00;0.0;Matches;ee8508c0
130;Oier Olazábal;es ESP;GK;Levante;es La Liga;28;1989;21;21;1890;21.0;1.90;1.90;6.43;4.52;73.3;0.33;0.24;0.43;0.24;23.8;0.24;0.19;0.05;0.00;20.0;Matches;b5bdf144
131;Alexandre Olliero;fr FRA;GK;Nantes;fr Ligue 1;22;1996;1;1;90;1.0;1.00;1.00;1.00;0.00;100.0;0.00;0.00;1.00;0.00;0.0;1.00;1.00;0.00;0.00;0.0;Matches;c977ef13
132;Robin Olsen;se SWE;GK;Roma;it Serie A;28;1990;27;27;2430;27.0;1.56;1.56;4.67;3.15;69.8;0.44;0.30;0.26;0.15;14.8;0.22;0.15;0.00;0.07;0.0;Matches;e7ee38c3
133;David Ospina;co COL;GK;Napoli;it Serie A;29;1988;17;16;1457;16.2;1.23;1.24;3.83;2.59;69.4;0.56;0.25;0.19;0.31;31.3;0.06;0.06;0.00;0.00;0.0;Matches;82b1198a
134;Ramazan Özcan;at AUT;GK;Leverkusen;de Bundesliga;34;1984;2;2;180;2.0;2.50;2.50;6.00;3.50;66.7;0.00;0.00;1.00;0.00;0.0;1.00;0.50;0.50;0.00;50.0;Matches;a165a577
135;Fernando Pacheco;es ESP;GK;Alavés;es La Liga;26;1992;35;35;3150;35.0;1.31;1.31;4.40;3.14;74.0;0.31;0.31;0.37;0.23;22.9;0.17;0.17;0.00;0.00;0.0;Matches;97852360
136;Rui Patrício;pt POR;GK;Wolves;eng Premier League;30;1988;37;37;3330;37.0;1.24;1.24;3.73;2.59;68.8;0.41;0.24;0.35;0.19;18.9;0.11;0.08;0.00;0.03;0.0;Matches;79b0d6a0
137;Ji?í Pavlenka;cz CZE;GK;Werder Bremen;de Bundesliga;26;1992;34;34;2978;33.1;1.42;1.42;4.62;3.20;71.2;0.42;0.33;0.27;0.15;14.7;0.12;0.09;0.00;0.03;0.0;Matches;0a1cb833
138;Gianluca Pegolo;it ITA;GK;Sassuolo;it Serie A;37;1981;3;2;202;2.3;1.74;1.78;5.22;3.48;66.7;0.00;0.43;0.43;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;f058ed1f
139;Yohann Pelé;fr FRA;GK;Marseille;fr Ligue 1;35;1982;9;7;680;7.6;1.58;1.59;3.29;1.58;68.0;0.53;0.26;0.13;0.39;42.9;0.66;0.53;0.13;0.00;20.0;Matches;76806215
140;Mattia Perin;it ITA;GK;Juventus;it Serie A;25;1992;9;9;810;9.0;0.89;0.89;3.00;2.11;74.1;0.67;0.11;0.22;0.56;55.6;0.11;0.11;0.00;0.00;0.0;Matches;4c62d0c8
141;Pavao Pervan;at AUT;GK;Wolfsburg;de Bundesliga;30;1987;10;8;765;8.5;1.29;1.29;4.71;3.41;72.5;0.59;0.12;0.24;0.12;12.5;0.12;0.00;0.00;0.12;;Matches;c89e8aae
142;Jordan Pickford;eng ENG;GK;Everton;eng Premier League;24;1994;38;38;3420;38.0;1.21;1.21;3.58;2.34;67.6;0.39;0.24;0.37;0.37;36.8;0.13;0.05;0.08;0.00;60.0;Matches;4806ec67
143;Carlo Pinsoglio;it ITA;GK;Juventus;it Serie A;28;1990;1;1;90;1.0;2.00;2.00;3.00;1.00;33.3;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;f6a06749
144;Luca Plogmann;de GER;GK;Werder Bremen;de Bundesliga;18;2000;1;0;37;0.4;2.50;2.43;2.50;0.00;100.0;0.00;0.00;0.00;0.00;;2.50;2.50;0.00;0.00;0.0;Matches;206c37d3
145;Giacomo Poluzzi;it ITA;GK;SPAL;it Serie A;30;1988;1;0;5;0.1;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;10.0;;0.00;0.00;0.00;0.00;;Matches;07f55871
146;Gaëtan Poussin;fr FRA;GK;Bordeaux;fr Ligue 1;19;1999;1;1;90;1.0;0.00;0.00;1.00;1.00;100.0;1.00;0.00;0.00;1.00;100.0;0.00;0.00;0.00;0.00;;Matches;c252c705
147;Silvio Proto;be BEL;GK;Lazio;it Serie A;35;1983;2;2;180;2.0;2.00;2.00;6.50;4.50;69.2;0.50;0.00;0.50;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;c8a88acd
148;Ivan Provedel;it ITA;GK;Empoli;it Serie A;24;1994;16;16;1440;16.0;2.25;2.25;6.50;4.31;68.3;0.25;0.25;0.50;0.00;0.0;0.25;0.19;0.00;0.06;0.0;Matches;277da414
149;Ionu? Radu;ro ROU;GK;Genoa;it Serie A;21;1997;33;33;2970;33.0;1.39;1.39;4.52;3.09;72.5;0.18;0.42;0.39;0.18;18.2;0.18;0.15;0.03;0.00;16.7;Matches;67f649be
150;Pepe Reina;es ESP;GK;Milan;it Serie A;35;1982;4;2;328;3.7;1.35;1.37;3.78;2.43;71.4;0.27;0.00;0.27;0.27;50.0;0.27;0.27;0.00;0.00;0.0;Matches;e358587b
151;Michael Rensing;de GER;GK;Düsseldorf;de Bundesliga;34;1984;32;32;2880;32.0;1.94;1.94;5.31;3.38;67.6;0.38;0.16;0.47;0.16;15.6;0.22;0.22;0.00;0.00;0.0;Matches;c476b0c0
152;Baptiste Reynet;fr FRA;GK;Toulouse;fr Ligue 1;27;1990;31;31;2704;30.0;1.50;1.50;4.77;3.27;71.3;0.20;0.37;0.47;0.20;19.4;0.17;0.13;0.03;0.00;20.0;Matches;bcf1b2e9
153;Sergio Rico;es ESP;GK;Fulham;eng Premier League;24;1993;29;29;2610;29.0;1.93;1.93;5.69;3.83;68.5;0.21;0.10;0.69;0.17;17.2;0.14;0.14;0.00;0.00;0.0;Matches;5f0241b2
154;Asier Riesgo;es ESP;GK;Eibar;es La Liga;34;1983;15;14;1260;14.0;1.43;1.43;3.29;1.93;56.5;0.14;0.57;0.29;0.29;28.6;0.00;0.00;0.00;0.00;;Matches;581c5276
155;Joel Robles;es ESP;GK;Betis;es La Liga;28;1990;5;5;450;5.0;1.00;1.00;4.20;3.20;81.0;0.40;0.20;0.40;0.20;20.0;0.20;0.20;0.00;0.00;0.0;Matches;cda0b317
156;Francesco Rossi;it ITA;GK;Atalanta;it Serie A;27;1991;1;0;;0.0;0;;0;0;;0;0;0;0;;0;0;0;0;;Matches;7b5f516f
157;John Ruddy;eng ENG;GK;Wolves;eng Premier League;31;1986;1;1;90;1.0;0.00;0.00;3.00;3.00;100.0;1.00;0.00;0.00;1.00;100.0;0.00;0.00;0.00;0.00;;Matches;da8b19e2
158;Stéphane Ruffier;fr FRA;GK;Saint-Étienne;fr Ligue 1;31;1986;37;37;3330;37.0;1.08;1.08;4.00;2.89;77.7;0.51;0.22;0.27;0.35;35.1;0.24;0.19;0.03;0.03;12.5;Matches;cac76a72
159;Gerónimo Rulli;ar ARG;GK;Real Sociedad;es La Liga;26;1992;27;27;2430;27.0;1.30;1.30;4.04;2.78;69.7;0.37;0.33;0.30;0.26;25.9;0.11;0.07;0.04;0.00;33.3;Matches;625c144a
160;Mathew Ryan;au AUS;GK;Brighton;eng Premier League;26;1992;34;34;3060;34.0;1.62;1.62;4.47;2.82;69.1;0.24;0.24;0.53;0.18;17.6;0.24;0.24;0.00;0.00;0.0;Matches;4535e4bb
161;Frederik Rønnow;dk DEN;GK;Eint Frankfurt;de Bundesliga;25;1992;2;1;122;1.4;0.00;0.00;5.00;5.00;100.0;0.71;0.00;0.00;0.71;100.0;0.00;0.00;0.00;0.00;;Matches;a70b8345
162;Samuel ?ahin-Radlinger;at AUT;GK;Hannover 96;de Bundesliga;25;1992;1;1;90;1.0;2.00;2.00;6.00;4.00;66.7;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;e385200c
163;Brice Samba;cg CGO;GK;Caen;fr Ligue 1;24;1994;38;38;3420;38.0;1.42;1.42;5.08;3.66;75.1;0.18;0.32;0.50;0.24;23.7;0.21;0.16;0.05;0.00;25.0;Matches;60d90c55
164;Roberto Santamaría;es ESP;GK;Huesca;es La Liga;33;1985;20;20;1800;20.0;1.50;1.50;4.80;3.35;75.0;0.25;0.35;0.40;0.30;30.0;0.30;0.30;0.00;0.00;0.0;Matches;bca21ef3
165;Kasper Schmeichel;dk DEN;GK;Leicester City;eng Premier League;31;1986;38;38;3420;38.0;1.26;1.26;3.63;2.37;68.8;0.39;0.18;0.42;0.26;26.3;0.13;0.13;0.00;0.00;0.0;Matches;53af52f3
166;Alexander Schwolow;de GER;GK;Freiburg;de Bundesliga;26;1992;33;33;2970;33.0;1.82;1.82;5.15;3.33;68.8;0.21;0.36;0.42;0.15;15.2;0.21;0.21;0.00;0.00;0.0;Matches;0d55d942
167;Simone Scuffet;it ITA;GK;Udinese;it Serie A;22;1996;9;9;810;9.0;1.44;1.44;4.22;2.78;68.4;0.22;0.22;0.56;0.22;22.2;0.11;0.11;0.00;0.00;0.0;Matches;41bd99ea
168;Andrea Seculin;it ITA;GK;Chievo;it Serie A;28;1990;2;1;90;1.0;7.00;7.00;12.0;5.00;41.7;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;c4f573f4
169;Matz Sels;be BEL;GK;Strasbourg;fr Ligue 1;26;1992;37;37;3330;37.0;1.30;1.30;4.00;2.68;72.3;0.27;0.43;0.30;0.22;21.6;0.24;0.19;0.05;0.00;22.2;Matches;834b5c4c
170;Adrian Šemper;hr CRO;GK;Chievo;it Serie A;20;1998;6;6;540;6.0;1.33;1.33;5.33;4.00;75.0;0.17;0.50;0.33;0.33;33.3;0.00;0.00;0.00;0.00;;Matches;f02dde20
171;Luigi Sepe;it ITA;GK;Parma;it Serie A;27;1991;37;37;3330;37.0;1.59;1.59;5.32;3.84;74.1;0.27;0.30;0.43;0.27;27.0;0.22;0.22;0.00;0.00;0.0;Matches;343f753a
172;Unai Simón;es ESP;GK;Athletic Club;es La Liga;21;1997;7;7;630;7.0;1.86;1.86;4.71;2.86;66.7;0.14;0.57;0.29;0.00;0.0;0.29;0.29;0.00;0.00;0.0;Matches;5dcf3e90
173;Salvatore Sirigu;it ITA;GK;Torino;it Serie A;31;1987;36;36;3170;35.2;0.99;0.99;3.86;2.81;75.7;0.43;0.40;0.20;0.40;38.9;0.11;0.06;0.06;0.00;50.0;Matches;10dc46f0
174;Antonio Sivera;es ESP;GK;Alavés;es La Liga;21;1996;3;3;270;3.0;1.33;1.33;4.33;3.00;69.2;0.67;0.00;0.33;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;9970da54
175;?ukasz Skorupski;pl POL;GK;Bologna;it Serie A;27;1991;38;38;3420;38.0;1.47;1.47;4.55;3.11;69.9;0.29;0.29;0.42;0.26;26.3;0.11;0.11;0.00;0.00;0.0;Matches;ab4449d6
176;Yann Sommer;ch SUI;GK;M'Gladbach;de Bundesliga;29;1988;34;34;3060;34.0;1.24;1.24;4.59;3.35;75.0;0.47;0.21;0.32;0.38;38.2;0.09;0.09;0.00;0.00;0.0;Matches;420c18a1
177;David Soria;es ESP;GK;Getafe;es La Liga;25;1993;37;37;3330;37.0;0.92;0.92;3.59;2.68;77.4;0.38;0.38;0.24;0.35;35.1;0.16;0.11;0.03;0.03;20.0;Matches;8f8c6934
178;Juan Soriano;es ESP;GK;Sevilla;es La Liga;20;1997;4;4;359;4.0;0.50;0.50;2.75;2.25;90.9;1.00;0.00;0.00;0.50;50.0;0.25;0.25;0.00;0.00;0.0;Matches;5512b1a9
179;Stefano Sorrentino;it ITA;GK;Chievo;it Serie A;39;1979;31;31;2790;31.0;1.94;1.94;5.39;3.45;65.3;0.03;0.35;0.61;0.16;16.1;0.13;0.06;0.06;0.00;50.0;Matches;048877f5
180;Julián Speroni;ar ARG;GK;Crystal Palace;eng Premier League;39;1979;1;1;90;1.0;4.00;4.00;9.00;5.00;55.6;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;8e65a5e5
181;Marco Sportiello;it ITA;GK;Frosinone;it Serie A;26;1992;35;35;3150;35.0;1.83;1.83;5.74;3.94;70.6;0.14;0.26;0.60;0.23;22.9;0.14;0.14;0.00;0.00;0.0;Matches;ac4003af
182;Thomas Strakosha;al ALB;GK;Lazio;it Serie A;23;1995;35;35;3150;35.0;1.11;1.11;3.77;2.71;74.2;0.46;0.20;0.34;0.29;28.6;0.17;0.14;0.03;0.00;16.7;Matches;339fe0e8
183;Danijel Subaši?;hr CRO;GK;Monaco;fr Ligue 1;33;1984;14;14;1138;12.6;0.95;0.95;3.10;2.06;74.4;0.32;0.40;0.40;0.32;28.6;0.24;0.16;0.08;0.00;33.3;Matches;f6db3bd5
184;Seydou Sy;sn SEN;GK;Monaco;fr Ligue 1;22;1995;3;2;225;2.5;2.80;2.80;4.80;2.40;41.7;0.00;0.40;0.40;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;8417953b
185;Wojciech Szcz?sny;pl POL;GK;Juventus;it Serie A;28;1990;28;28;2520;28.0;0.71;0.71;2.89;2.18;76.5;0.79;0.18;0.04;0.39;39.3;0.11;0.04;0.04;0.04;50.0;Matches;01b8a2b2
186;Ciprian T?t?ru?anu;ro ROU;GK;Nantes;fr Ligue 1;32;1986;27;27;2391;26.6;1.13;1.13;3.57;2.33;69.5;0.30;0.23;0.49;0.26;25.9;0.15;0.04;0.11;0.00;75.0;Matches;b056e3da
187;Marc-André ter Stegen;de GER;GK;Barcelona;es La Liga;26;1992;35;35;3150;35.0;0.91;0.91;3.31;2.43;73.3;0.71;0.23;0.06;0.46;45.7;0.03;0.03;0.00;0.00;0.0;Matches;6f51e382
188;Pietro Terracciano;it ITA;GK;Fiorentina;it Serie A;28;1990;2;2;180;2.0;1.50;1.50;5.50;4.00;72.7;0.00;0.50;0.50;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;e1b0a70d
189;Pietro Terracciano;it ITA;GK;Empoli;it Serie A;28;1990;8;8;720;8.0;1.25;1.25;4.38;3.25;71.4;0.13;0.25;0.63;0.25;25.0;0.00;0.00;0.00;0.00;;Matches;e1b0a70d
190;Kevin Trapp;de GER;GK;Eint Frankfurt;de Bundesliga;28;1990;33;33;2938;32.6;1.47;1.47;4.85;3.40;70.3;0.43;0.28;0.31;0.25;24.2;0.03;0.03;0.00;0.00;0.0;Matches;ce17b5eb
191;Mark Travers;ie IRL;GK;Bournemouth;eng Premier League;19;1999;2;2;180;2.0;2.50;2.50;6.50;4.50;61.5;0.50;0.00;0.50;0.50;50.0;0.00;0.00;0.00;0.00;;Matches;fe558029
192;Philipp Tschauner;de GER;GK;Hannover 96;de Bundesliga;32;1985;1;1;90;1.0;3.00;3.00;6.00;3.00;66.7;0.00;0.00;1.00;0.00;0.0;1.00;1.00;0.00;0.00;0.0;Matches;73e2f6eb
193;Sven Ulreich;de GER;GK;Bayern Munich;de Bundesliga;29;1988;9;8;757;8.4;1.07;1.07;2.74;1.67;69.6;0.48;0.36;0.12;0.24;25.0;0.36;0.24;0.00;0.12;0.0;Matches;7d3e7da6
194;Tomáš Vaclík;cz CZE;GK;Sevilla;es La Liga;29;1989;33;33;2970;33.0;1.33;1.33;4.33;2.97;72.0;0.39;0.24;0.36;0.24;24.2;0.15;0.12;0.03;0.00;20.0;Matches;7b456af7
195;Koke Vegas;es ESP;GK;Levante;es La Liga;22;1995;1;1;90;1.0;2.00;2.00;8.00;6.00;75.0;0.00;1.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;bfb15d99
196;Emiliano Viviano;it ITA;GK;SPAL;it Serie A;32;1985;17;17;1525;16.9;1.48;1.48;4.97;3.49;75.0;0.41;0.18;0.41;0.18;17.6;0.24;0.24;0.00;0.00;0.0;Matches;03760df0
197;Michel Vorm;nl NED;GK;Tottenham;eng Premier League;34;1983;2;2;180;2.0;2.00;2.00;6.50;4.50;69.2;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;1bebde9d
198;Axel Werner;ar ARG;GK;Huesca;es La Liga;22;1996;6;6;540;6.0;2.67;2.67;5.33;2.83;53.1;0.17;0.17;0.67;0.00;0.0;0.17;0.17;0.00;0.00;0.0;Matches;c0b1a6da
199;Yoel;es ESP;GK;Valladolid;es La Liga;29;1988;3;3;270;3.0;2.00;2.00;4.00;2.00;58.3;0.00;0.67;0.33;0.00;0.0;0.33;0.33;0.00;0.00;0.0;Matches;61bb7498
200;Robin Zentner;de GER;GK;Mainz 05;de Bundesliga;23;1994;10;10;900;10.0;1.40;1.40;4.90;3.50;71.4;0.40;0.40;0.20;0.20;20.0;0.00;0.00;0.00;0.00;;Matches;5c4bf6ba
201;Luca Zidane;fr FRA;GK;Real Madrid;es La Liga;20;1998;1;1;90;1.0;2.00;2.00;3.00;1.00;33.3;1.00;0.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;c818c4d9
202;Ron-Robert Zieler;de GER;GK;Stuttgart;de Bundesliga;29;1989;34;34;3060;34.0;2.06;2.06;5.26;3.32;62.0;0.21;0.21;0.59;0.18;17.6;0.09;0.06;0.00;0.03;0.0;Matches;a0606ae8
