;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
2253;Marcelo Saracchi;uy URU;DF;RB Leipzig;de Bundesliga;21;1998;2.0;45.0;64.0;70.3;678.5;225.5;28.5;34.0;83.8;12.0;18.0;66.7;3.00;9.00;33.3;0.00;0.20;0.10;-0.20;2.00;2.50;1.00;0.50;4.00;Matches;1c96ad85
2254;Josh Sargent;us USA;FW;Werder Bremen;de Bundesliga;19;2000;15.7;15.4;22.0;69.9;177.3;33.9;10.8;13.9;78.0;2.68;3.95;67.7;0.45;0.83;53.8;0.13;0.10;0.08;0.03;0.76;0.89;0.25;0.13;1.34;Matches;a8d4428b
2255;Bouna Sarr;sn SEN;DFFW;Marseille;fr Ligue 1;27;1992;24.0;45.5;56.5;80.5;613.3;167.5;28.6;31.7;90.4;12.6;15.8;79.9;1.96;4.38;44.8;0.13;0.07;0.09;0.05;0.58;2.21;1.04;0.46;3.88;Matches;1a4b9094
2256;Ismaila Sarr;sn SEN;FWMF;Watford;eng Premier League;21;1998;22.5;18.7;26.4;70.7;247.0;63.9;11.7;14.0;84.1;4.44;7.47;59.5;0.93;1.82;51.2;0.18;0.20;0.14;-0.02;1.11;0.76;1.42;0.62;1.82;Matches;bfdb33aa
2257;Malang Sarr;fr FRA;DF;Nice;fr Ligue 1;20;1999;16.2;65.6;72.8;90.1;1305.9;468.7;20.9;22.5;93.1;36.7;38.6;95.0;7.72;10.7;71.8;0.00;0.01;0.02;-0.01;0.12;4.01;0.19;0.06;5.80;Matches;4315f30d
2258;Sidy Sarr;sn SEN;MF;Nîmes;fr Ligue 1;23;1996;12.9;28.9;41.0;70.5;542.6;157.0;12.3;16.4;75.0;12.5;16.3;76.7;3.88;6.59;58.8;0.16;0.09;0.06;0.06;0.85;2.79;0.47;0.08;4.50;Matches;a0b65401
2259;Joan Sastre Vanrell;es ESP;DF;Mallorca;es La Liga;22;1997;15.1;29.9;44.1;67.9;552.5;246.3;13.4;15.6;86.0;11.5;16.9;68.2;4.17;8.41;49.6;0.13;0.14;0.19;-0.01;1.06;1.72;1.59;0.79;3.58;Matches;f9acf8bf
2260;Téji Savanier;fr FRA;MF;Montpellier;fr Ligue 1;27;1991;16.9;41.8;56.1;74.6;861.5;290.4;16.6;19.6;84.6;15.7;19.6;80.1;8.70;14.4;60.2;0.12;0.15;0.14;-0.03;1.66;6.04;0.71;0.06;7.46;Matches;6bde367b
2261;Stefan Savi?;me MNE;DF;Atlético Madrid;es La Liga;28;1991;22.0;39.6;48.8;81.1;759.1;298.0;14.2;15.8;89.9;19.9;22.2;89.4;4.64;9.05;51.3;0.00;0.00;0.01;0.00;0.09;2.09;0.14;0.00;2.59;Matches;f6ac68c1
2262;Fabian Schär;ch SUI;DFMF;Newcastle Utd;eng Premier League;27;1991;18.6;31.7;43.2;73.4;666.7;292.2;12.2;14.0;86.6;12.3;14.8;82.9;6.45;12.3;52.6;0.00;0.01;0.01;-0.01;0.22;3.17;0.16;0.00;2.85;Matches;c8aa95da
2263;Louis Schaub;at AUT;MF;Köln;de Bundesliga;24;1994;6.9;30.3;39.7;76.3;414.2;112.9;18.8;21.2;89.0;8.70;11.2;77.9;1.59;3.33;47.8;0.14;0.16;0.17;-0.01;1.59;2.03;0.72;0.00;4.20;Matches;b50ec54b
2264;Ezequiel Schelotto;it ITA;DF;Brighton;eng Premier League;30;1989;4.0;30.3;43.8;69.1;462.3;159.0;16.8;20.5;81.7;12.0;16.5;72.7;1.25;4.25;29.4;0.00;0.00;0.03;0.00;0.00;1.50;0.75;0.00;2.25;Matches;a6e316c1
2265;Patrik Schick;cz CZE;FW;RB Leipzig;de Bundesliga;23;1996;14.4;15.1;21.7;69.9;173.5;31.7;9.17;11.7;78.6;3.26;5.35;61.0;0.35;0.76;45.5;0.14;0.18;0.08;-0.04;1.39;0.97;0.35;0.00;1.39;Matches;5d4f7d61
2266;Julian Schieber;de GER;FW;Augsburg;de Bundesliga;30;1989;0.5;22.0;28.0;78.6;178.0;28.0;6.00;10.0;60.0;4.00;6.00;66.7;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;2.00;2.00;0.00;2.00;Matches;37c213cf
2267;Kingsley Schindler;gh GHA;FWMF;Köln;de Bundesliga;26;1993;9.4;16.1;26.8;59.9;253.7;88.2;7.55;10.3;73.2;6.06;10.2;59.4;1.38;2.77;50.0;0.21;0.14;0.13;0.07;1.06;0.85;1.91;0.96;2.66;Matches;bd527260
2268;Xaver Schlager;at AUT;MF;Wolfsburg;de Bundesliga;21;1997;19.1;26.4;35.1;75.1;440.6;137.5;12.7;15.1;84.0;10.6;12.6;84.2;2.25;3.98;56.6;0.10;0.12;0.09;-0.01;0.79;3.19;0.58;0.05;4.08;Matches;8f056768
2269;Keven Schlotterbeck;de GER;DF;Union Berlin;de Bundesliga;22;1997;21.5;30.9;39.2;78.9;659.0;239.2;8.42;10.3;81.5;17.2;19.7;87.2;5.07;8.09;62.6;0.00;0.00;0.02;0.00;0.05;1.53;0.09;0.05;1.86;Matches;f6bdc830
2270;Nico Schlotterbeck;de GER;DF;Freiburg;de Bundesliga;19;1999;4.1;38.5;51.2;75.2;781.2;290.7;14.6;16.6;88.2;19.0;22.7;83.9;4.88;9.76;50.0;0.00;0.05;0.07;-0.05;0.73;1.71;0.00;0.00;3.17;Matches;34e12499
2271;Jeffrey Schlupp;gh GHA;FWMF;Crystal Palace;eng Premier League;26;1992;11.5;21.8;29.9;73.0;329.8;98.3;12.2;14.2;85.9;7.83;10.4;75.0;0.96;2.96;32.4;0.09;0.07;0.03;0.02;0.61;3.22;0.26;0.00;3.65;Matches;3312f911
2272;Kasper Schmeichel;dk DEN;GK;Leicester City;eng Premier League;32;1986;38.0;24.6;31.5;78.0;681.8;450.4;3.53;3.58;98.5;12.5;12.7;98.8;8.53;15.1;56.6;0.00;0.01;0.00;-0.01;0.08;0.13;0.00;0.00;0.03;Matches;53af52f3
2273;Marcel Schmelzer;de GER;DF;Dortmund;de Bundesliga;31;1988;0.7;57.1;71.4;80.0;788.6;282.9;34.3;35.7;96.0;20.0;27.1;73.7;1.43;5.71;25.0;1.43;0.14;0.14;1.29;2.86;2.86;2.86;0.00;7.14;Matches;89565ac5
2274;Jonathan Schmid;fr FRA;DF;Freiburg;de Bundesliga;29;1990;31.5;37.1;50.3;73.8;649.0;280.6;17.9;20.5;87.3;14.6;19.2;75.9;3.87;7.65;50.6;0.03;0.08;0.10;-0.05;0.86;2.98;0.79;0.41;4.06;Matches;088ca1bd
2275;Manuel Schmiedebach;de GER;MF;Union Berlin;de Bundesliga;30;1988;2.0;18.0;24.0;75.0;280.5;108.0;7.50;10.0;75.0;9.00;10.5;85.7;0.50;2.00;25.0;0.00;0.00;0.00;0.00;0.00;3.00;0.50;0.00;3.50;Matches;d8f5dc3d
2276;Benno Schmitz;de GER;DF;Köln;de Bundesliga;24;1994;12.9;41.1;58.9;69.7;757.4;394.2;18.2;21.2;85.8;15.9;21.9;72.7;6.20;12.6;49.1;0.00;0.09;0.11;-0.09;1.16;5.27;1.32;0.85;6.51;Matches;ad00b1a8
2277;Morgan Schneiderlin;fr FRA;MF;Everton;eng Premier League;29;1989;11.1;43.6;51.4;84.9;803.3;241.0;18.2;20.4;89.4;17.0;19.2;88.7;6.22;8.38;74.2;0.00;0.01;0.02;-0.01;0.36;4.05;0.54;0.09;5.59;Matches;51b41c5c
2278;Lasse Schöne;dk DEN;MF;Genoa;it Serie A;33;1986;27.0;50.5;60.6;83.4;795.9;243.1;26.8;29.2;91.8;18.3;21.1;86.8;3.67;6.67;55.0;0.11;0.17;0.14;-0.06;1.52;4.00;0.81;0.07;5.00;Matches;c3a8bcd8
2279;Sebastian Schonlau;de GER;DF;Paderborn 07;de Bundesliga;24;1994;23.0;56.0;63.9;87.6;1122.6;415.0;16.7;18.4;90.8;31.3;33.6;93.0;7.39;10.4;71.1;0.00;0.01;0.01;-0.01;0.17;1.52;0.00;0.00;3.83;Matches;efd623db
2280;Alessandro Schöpf;at AUT;MF;Schalke 04;de Bundesliga;25;1994;15.9;34.1;42.4;80.4;481.0;107.9;18.1;20.5;88.3;10.9;13.3;82.5;1.76;2.64;66.7;0.06;0.08;0.06;-0.01;0.69;2.08;0.38;0.00;3.14;Matches;106bca06
2281;Jerdy Schouten;nl NED;MF;Bologna;it Serie A;22;1997;12.0;37.6;45.6;82.4;646.3;184.8;17.0;20.1;84.6;15.0;16.8;89.1;4.42;5.42;81.5;0.00;0.02;0.07;-0.02;0.75;3.83;0.58;0.00;4.42;Matches;2cfae697
2282;Markus Schubert;de GER;GK;Schalke 04;de Bundesliga;21;1998;8.2;23.5;38.2;61.7;673.8;494.1;4.15;4.15;100.0;11.3;11.5;98.9;8.05;22.4;35.9;0.00;0.00;0.00;0.00;0.12;0.49;0.00;0.00;0.00;Matches;289b90cd
2283;Nico Schulz;de GER;DFMF;Dortmund;de Bundesliga;26;1993;6.6;57.9;68.2;84.9;812.4;236.7;36.2;39.4;91.9;17.3;20.3;85.1;2.73;4.09;66.7;0.00;0.02;0.12;-0.02;0.45;2.58;0.76;0.15;4.85;Matches;fa274d97
2284;Alexander Schwolow;de GER;GK;Freiburg;de Bundesliga;27;1992;23.2;29.1;42.1;69.0;875.7;634.3;4.01;4.01;100.0;14.7;14.9;98.8;10.3;23.1;44.6;0.00;0.00;0.00;0.00;0.00;0.43;0.00;0.00;0.04;Matches;0d55d942
2285;Matteo Scozzarella;it ITA;MF;Parma;it Serie A;31;1988;10.2;36.3;47.5;76.4;736.4;223.7;14.0;15.7;89.4;14.5;17.4;83.6;7.06;11.6;61.0;0.29;0.08;0.10;0.22;1.37;4.02;0.59;0.00;3.92;Matches;ea164f99
2286;Aleksandar Sedlar;rs SRB;DF;Mallorca;es La Liga;27;1991;9.0;36.1;44.3;81.5;634.7;301.6;16.6;17.8;93.1;15.9;19.2;82.7;3.44;5.89;58.5;0.00;0.00;0.01;0.00;0.11;2.33;0.00;0.00;3.00;Matches;a35134ae
2287;Davie Selke;de GER;FW;Hertha BSC;de Bundesliga;24;1995;10.7;12.9;22.0;58.7;149.4;24.4;8.50;12.8;66.4;2.71;5.23;51.8;0.09;0.65;14.3;0.09;0.07;0.05;0.03;0.47;0.65;0.47;0.00;1.31;Matches;1238a3f9
2288;Davie Selke;de GER;FW;Werder Bremen;de Bundesliga;24;1995;5.1;17.3;27.6;62.4;186.7;30.6;10.6;16.5;64.3;4.12;6.27;65.6;0.00;0.39;0.0;0.00;0.04;0.04;-0.04;0.78;0.78;0.39;0.00;1.57;Matches;1238a3f9
2289;Matz Sels;be BEL;GK;Strasbourg;fr Ligue 1;27;1992;27.0;21.5;31.6;67.9;746.1;596.7;2.04;2.07;98.2;8.78;8.81;99.6;10.6;20.6;51.5;0.00;0.00;0.00;0.00;0.00;0.63;0.00;0.00;0.00;Matches;834b5c4c
2290;Ken Sema;se SWE;DFMF;Udinese;it Serie A;25;1993;27.3;27.7;38.7;71.7;413.3;169.6;16.2;18.0;90.0;8.86;12.4;71.4;1.65;4.40;37.5;0.04;0.14;0.14;-0.11;1.43;1.21;1.65;1.17;2.42;Matches;1770bd68
2291;Nélson Semedo;pt POR;DF;Barcelona;es La Liga;25;1993;23.3;63.0;71.3;88.4;844.9;195.5;39.2;42.3;92.6;17.3;19.7;88.2;2.96;3.78;78.4;0.09;0.09;0.10;-0.00;0.52;3.43;0.90;0.04;4.25;Matches;d04b94db
2292;Alessandro Semprini;it ITA;DF;Brescia;it Serie A;21;1998;7.0;37.6;49.3;76.2;623.1;281.1;18.4;20.4;90.2;15.4;19.6;78.8;2.86;6.29;45.5;0.00;0.03;0.03;-0.03;0.86;3.43;0.57;0.29;4.57;Matches;dd29f81d
2293;Josep Señé;es ESP;MF;Mallorca;es La Liga;27;1991;1.7;47.1;51.2;92.0;808.2;223.5;22.4;23.5;95.0;21.2;22.9;92.3;2.35;3.53;66.7;0.00;0.06;0.06;-0.06;1.76;2.94;0.59;0.59;5.29;Matches;8fc259d7
2294;Stefano Sensi;it ITA;MF;Inter;it Serie A;23;1995;8.0;51.5;64.3;80.2;827.5;195.0;25.1;27.1;92.6;18.5;22.5;82.2;4.38;8.75;50.0;0.25;0.21;0.11;0.04;1.75;5.25;1.13;0.13;7.38;Matches;b70bde8f
2295;Luigi Sepe;it ITA;GK;Parma;it Serie A;28;1991;34.0;25.3;33.3;76.0;731.1;570.1;5.74;5.74;100.0;8.15;8.21;99.3;10.2;18.0;56.5;0.00;0.02;0.00;-0.02;0.06;0.74;0.00;0.00;0.00;Matches;343f753a
2296;Suat Serdar;de GER;MF;Schalke 04;de Bundesliga;22;1997;17.8;20.2;26.9;74.9;347.6;92.3;9.04;11.3;80.1;8.37;9.89;84.7;1.97;3.20;61.4;0.00;0.06;0.06;-0.06;0.62;2.25;0.39;0.00;3.65;Matches;b3325a30
2297;Ryan Sessegnon;eng ENG;DFFW;Tottenham;eng Premier League;19;2000;3.8;38.2;51.6;74.0;508.2;198.7;24.2;27.6;87.6;10.5;14.5;72.7;1.58;4.47;35.3;0.00;0.03;0.03;-0.03;0.53;3.16;0.53;0.26;4.47;Matches;6aa3e78b
2298;Salva Sevilla;es ESP;MF;Mallorca;es La Liga;35;1984;28.5;50.1;61.0;82.2;785.2;291.5;26.1;28.6;91.3;15.1;17.7;85.1;4.81;8.84;54.4;0.11;0.18;0.17;-0.07;2.07;5.61;0.53;0.04;7.37;Matches;75bd85ea
2299;Yevhen Shakhov;ua UKR;MFFW;Lecce;it Serie A;28;1990;12.1;27.6;33.3;82.9;419.0;82.4;15.7;18.3;86.0;8.68;10.1;86.1;2.07;2.31;89.3;0.17;0.17;0.11;0.00;1.16;1.90;0.41;0.00;3.14;Matches;ff764de3
2300;Xherdan Shaqiri;ch SUI;FWMF;Liverpool;eng Premier League;27;1991;2.1;42.4;52.4;80.9;677.6;221.4;24.8;27.1;91.2;11.0;12.9;85.2;4.76;7.14;66.7;0.00;0.10;0.14;-0.10;1.43;4.76;2.86;0.48;8.57;Matches;6421ec64
2301;Billy Sharp;eng ENG;FW;Sheffield Utd;eng Premier League;33;1986;11.7;13.5;19.1;70.5;177.6;32.7;8.63;10.7;80.8;4.27;5.81;73.5;0.26;0.51;50.0;0.17;0.20;0.09;-0.03;1.20;0.26;0.77;0.09;1.88;Matches;e8c9f4e9
2302;Luke Shaw;eng ENG;DF;Manchester Utd;eng Premier League;24;1995;19.3;58.3;68.2;85.4;781.1;270.6;37.1;40.6;91.4;18.0;21.0;85.7;1.35;3.26;41.3;0.00;0.07;0.09;-0.07;1.04;3.78;1.30;0.26;6.32;Matches;9c94165b
2303;Khiry Shelton;us USA;FW;Paderborn 07;de Bundesliga;26;1993;0.4;7.50;10.0;75.0;72.5;30.0;7.50;7.50;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f935709c
2304;Jonjo Shelvey;eng ENG;MF;Newcastle Utd;eng Premier League;27;1992;23.5;35.2;48.9;72.0;755.8;259.0;13.1;15.2;86.3;13.8;17.1;80.8;7.57;14.3;53.1;0.09;0.15;0.11;-0.07;1.91;5.23;0.85;0.26;5.28;Matches;3727dd3c
2305;Gen Shoji;jp JPN;DF;Toulouse;fr Ligue 1;26;1992;0.5;70.0;82.0;85.4;1636.0;674.0;16.0;18.0;88.9;40.0;48.0;83.3;14.0;16.0;87.5;0.00;0.00;0.00;0.00;0.00;14.0;0.00;0.00;20.0;Matches;8b28686a
2306;Djibril Sidibé;fr FRA;DFMF;Everton;eng Premier League;27;1992;20.3;45.5;59.4;76.7;771.3;278.1;21.8;25.4;85.8;18.8;23.9;78.6;3.99;6.55;60.9;0.20;0.11;0.10;0.08;0.94;2.76;0.99;0.64;4.24;Matches;4c5b714f
2307;Kalidou Sidibé;fr FRA;MF;Toulouse;fr Ligue 1;20;1999;1.0;39.0;44.0;88.6;564.0;202.0;27.0;29.0;93.1;8.00;10.0;80.0;3.00;4.00;75.0;0.00;0.00;0.10;0.00;0.00;3.00;0.00;0.00;4.00;Matches;ea540835
2308;Sidnei;br BRA;DF;Betis;es La Liga;29;1989;13.1;58.9;65.9;89.5;1091.1;324.1;22.2;23.9;93.0;29.1;30.8;94.5;6.11;8.85;69.0;0.00;0.00;0.01;0.00;0.08;1.98;0.15;0.00;2.29;Matches;b14d0c5d
2309;Kaj Sierhuis;nl NED;FW;Reims;fr Ligue 1;21;1998;0.1;30.0;30.0;100.0;540.0;350.0;0.00;0.00;;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;10.0;10.0;0.00;20.0;Matches;9c2b1f11
2310;Gylfi Sigurðsson;is ISL;MF;Everton;eng Premier League;29;1989;28.4;31.3;40.7;77.0;529.7;163.4;14.5;16.8;86.0;11.6;13.9;83.5;3.56;6.51;54.6;0.11;0.15;0.13;-0.04;1.80;3.20;0.88;0.14;4.47;Matches;76dd1480
2311;Luca Siligardi;it ITA;MFFW;Parma;it Serie A;31;1988;3.7;27.3;41.9;65.2;455.7;152.2;13.2;17.3;76.6;9.73;13.0;75.0;2.70;6.22;43.5;0.27;0.05;0.08;0.22;1.08;1.89;1.08;0.27;4.59;Matches;1cac99dc
2312;Adrien Silva;pt POR;MF;Monaco;fr Ligue 1;30;1989;13.6;53.5;62.6;85.5;898.5;289.7;25.2;28.3;89.1;22.9;24.9;92.0;4.34;6.99;62.1;0.15;0.15;0.15;-0.01;1.10;5.44;0.59;0.00;6.76;Matches;d6f88a1d
2313;André Silva;pt POR;FW;Milan;it Serie A;23;1995;0.7;12.9;17.1;75.0;117.1;24.3;8.57;11.4;75.0;1.43;2.86;50.0;0.00;0.00;;0.00;0.00;0.29;0.00;0.00;1.43;0.00;0.00;1.43;Matches;3effaa34
2314;André Silva;pt POR;FW;Eint Frankfurt;de Bundesliga;23;1995;17.5;18.8;27.7;67.8;244.6;43.3;11.5;15.0;76.7;5.03;7.26;69.3;0.63;1.37;45.8;0.17;0.27;0.21;-0.10;1.77;1.03;0.80;0.06;2.17;Matches;3effaa34
2315;Bernardo Silva;pt POR;FWMF;Manchester City;eng Premier League;24;1994;22.6;56.8;65.2;87.1;821.2;159.3;33.5;36.1;92.9;17.6;20.1;87.4;3.19;4.16;76.6;0.31;0.22;0.27;0.09;2.26;2.65;1.73;0.44;5.40;Matches;3eb22ec9
2316;David Silva;es ESP;MF;Manchester City;eng Premier League;33;1986;20.3;65.6;75.2;87.2;898.5;188.9;38.9;42.3;91.9;20.9;23.5;88.9;2.12;2.81;75.4;0.49;0.32;0.27;0.17;2.36;4.38;2.51;0.05;10.0;Matches;e2716bd0
2317;Gabriel Silva;br BRA;DF;Saint-Étienne;fr Ligue 1;28;1991;2.6;25.4;37.7;67.3;363.5;125.8;16.5;19.2;86.0;6.15;9.23;66.7;1.92;5.77;33.3;0.00;0.00;0.00;0.00;0.38;0.77;0.38;0.38;0.77;Matches;4914ed4a
2318;Jonathan Silva;ar ARG;DF;Leganés;es La Liga;25;1994;30.9;30.1;45.0;66.9;511.2;266.1;15.2;17.5;87.2;10.2;15.6;65.5;3.30;8.64;38.2;0.06;0.09;0.08;-0.02;0.97;2.72;1.20;0.78;3.24;Matches;f2308b33
2319;Matheus Pereira da Silva;br BRA;MFFW;Dijon;fr Ligue 1;21;1998;5.2;32.9;46.3;71.0;508.3;171.3;15.6;18.7;83.5;12.5;15.8;79.3;2.50;6.92;36.1;0.00;0.10;0.17;-0.10;1.73;4.04;0.77;0.00;6.15;Matches;bef22bc4
2320;Rui Silva;pt POR;GK;Granada;es La Liga;25;1994;35.0;20.6;36.6;56.3;748.8;622.6;3.14;3.14;100.0;6.63;6.71;98.7;10.7;26.4;40.6;0.00;0.00;0.01;0.00;0.06;1.14;0.00;0.00;0.00;Matches;ea83bfa6
2321;Thiago Silva;br BRA;DF;Paris S-G;fr Ligue 1;34;1984;17.5;81.9;86.0;95.3;1540.2;585.7;29.9;30.6;97.8;42.9;44.5;96.4;8.06;9.20;87.6;0.00;0.00;0.02;0.00;0.00;5.20;0.34;0.00;5.66;Matches;86e7deaf
2322;Marco Silvestri;it ITA;GK;Hellas Verona;it Serie A;28;1991;35.0;12.9;28.1;45.8;464.4;404.7;1.66;1.71;96.7;4.57;4.63;98.8;6.66;21.6;30.8;0.00;0.00;0.00;0.00;0.03;0.54;0.00;0.00;0.00;Matches;0d422df7
2323;Mohamed Simakan;fr FRA;DF;Strasbourg;fr Ligue 1;19;2000;16.7;40.1;52.8;76.0;759.9;266.1;15.4;19.2;80.3;18.3;21.9;83.6;5.39;8.98;60.0;0.00;0.04;0.05;-0.04;0.60;3.11;0.60;0.18;4.31;Matches;fcb27134
2324;Giovanni Simeone;ar ARG;FW;Cagliari;it Serie A;24;1995;32.5;9.97;14.9;66.9;137.1;19.2;6.37;8.46;75.3;2.95;4.28;69.1;0.34;0.58;57.9;0.09;0.07;0.05;0.02;0.55;0.15;0.40;0.06;0.58;Matches;343c0d52
2325;Moses Simon;ng NGA;FWMF;Nantes;fr Ligue 1;24;1995;24.2;20.3;28.1;72.3;267.7;78.9;13.1;15.3;85.4;5.25;7.44;70.6;0.74;1.53;48.6;0.21;0.19;0.20;0.01;1.49;0.99;1.12;0.25;2.40;Matches;5f3eaaf5
2326;Unai Simón;es ESP;GK;Athletic Club;es La Liga;22;1997;33.2;20.2;33.4;60.5;785.4;658.8;1.69;1.69;100.0;6.57;6.75;97.3;11.9;24.8;48.2;0.00;0.00;0.00;0.00;0.00;0.96;0.00;0.00;0.00;Matches;5dcf3e90
2327;Jack Simpson;eng ENG;DF;Bournemouth;eng Premier League;22;1996;2.7;27.8;39.6;70.1;439.3;165.9;14.8;18.1;81.6;11.1;14.4;76.9;1.48;4.81;30.8;0.00;0.04;0.00;-0.04;0.37;1.85;0.00;0.00;1.85;Matches;76fa5f80
2328;Sarpreet Singh;nz NZL;FWMF;Bayern Munich;de Bundesliga;20;1999;0.8;27.5;36.3;75.9;406.3;93.8;20.0;22.5;88.9;5.00;6.25;80.0;2.50;3.75;66.7;0.00;0.00;0.00;0.00;0.00;2.50;2.50;0.00;6.25;Matches;4ba886c6
2329;Wilfried Singo;ci CIV;DF;Torino;it Serie A;18;2000;1.5;36.7;47.3;77.5;581.3;210.0;22.0;23.3;94.3;11.3;15.3;73.9;3.33;6.67;50.0;0.00;0.13;0.07;-0.13;2.00;0.67;0.67;0.00;1.33;Matches;8b609c34
2330;Daley Sinkgraven;nl NED;DFMF;Leverkusen;de Bundesliga;24;1995;10.1;61.5;73.4;83.8;1050.5;288.8;27.9;30.8;90.7;26.2;29.8;88.0;5.35;9.21;58.1;0.10;0.04;0.05;0.06;0.89;3.96;0.69;0.10;4.06;Matches;73000a79
2331;Dimitris Siovas;gr GRE;DF;Leganés;es La Liga;30;1988;21.3;28.1;41.1;68.4;558.8;232.2;9.30;11.1;83.5;14.4;18.4;78.3;3.66;9.48;38.6;0.00;0.00;0.04;-0.00;0.14;2.49;0.23;0.05;2.77;Matches;92d38e6c
2332;Salvatore Sirigu;it ITA;GK;Torino;it Serie A;32;1987;36.0;22.9;32.2;71.2;721.6;542.2;2.83;2.89;98.1;9.58;9.89;96.9;10.4;19.3;54.3;0.00;0.00;0.00;-0.00;0.06;0.25;0.00;0.00;0.00;Matches;10dc46f0
2333;Ibrahima Sissoko;fr FRA;MF;Strasbourg;fr Ligue 1;21;1997;17.8;30.1;36.7;81.8;497.6;131.6;14.6;16.3;89.7;11.2;13.4;83.3;2.64;3.82;69.1;0.06;0.05;0.07;0.01;0.79;3.26;0.39;0.17;4.16;Matches;0f8418aa
2334;Moussa Sissoko;fr FRA;MF;Tottenham;eng Premier League;29;1989;27.2;41.7;48.6;85.9;627.1;135.1;22.8;25.6;88.9;14.6;16.4;89.0;2.32;3.24;71.6;0.04;0.04;0.05;-0.00;0.59;2.94;0.33;0.04;3.53;Matches;2acd49b9
2335;Sambou Sissoko;fr FRA;MFFW;Reims;fr Ligue 1;20;1999;0.4;7.50;17.5;42.9;97.5;5.00;5.00;7.50;66.7;2.50;5.00;50.0;0.00;5.00;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;e4bb1f08
2336;Pione Sisto;dk DEN;FWMF;Celta Vigo;es La Liga;24;1995;9.9;34.4;44.9;76.6;508.4;100.5;20.1;22.7;88.4;8.89;11.6;76.5;2.93;5.05;58.0;0.00;0.06;0.11;-0.06;0.91;2.12;0.81;0.10;3.64;Matches;fd9c4805
2337;Antonio Sivera;es ESP;GK;Alavés;es La Liga;22;1996;3.0;16.7;27.7;60.2;716.3;649.7;2.33;2.33;100.0;4.00;4.00;100.0;10.3;21.3;48.4;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;0.00;Matches;9970da54
2338;Ellyes Skhiri;tn TUN;MF;Köln;de Bundesliga;24;1995;29.7;39.9;46.9;85.1;674.8;188.9;18.7;21.3;87.4;15.3;17.2;89.0;4.01;5.02;79.9;0.10;0.08;0.08;0.02;0.67;2.90;0.67;0.07;5.19;Matches;c2211709
2339;Oliver Skipp;eng ENG;MF;Tottenham;eng Premier League;18;2000;0.9;37.8;42.2;89.5;603.3;170.0;18.9;21.1;89.5;15.6;16.7;93.3;3.33;4.44;75.0;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;5.56;Matches;6250083a
2340;?ukasz Skorupski;pl POL;GK;Bologna;it Serie A;28;1991;37.0;24.0;31.0;77.5;645.2;451.8;3.95;3.95;100.0;11.9;12.2;97.6;7.68;14.1;54.5;0.00;0.00;0.00;0.00;0.03;0.16;0.00;0.00;0.00;Matches;ab4449d6
2341;Andreas Skov Olsen;dk DEN;FWMF;Bologna;it Serie A;19;1999;8.4;32.0;45.0;71.2;497.0;120.5;18.6;21.7;85.7;10.1;15.0;67.5;2.14;4.88;43.9;0.00;0.07;0.11;-0.07;0.95;1.55;1.19;0.60;2.38;Matches;c50cee19
2342;Robert Skov;dk DEN;DFFW;Hoffenheim;de Bundesliga;23;1996;29.0;33.2;44.9;73.9;549.6;177.4;17.2;19.7;87.5;11.6;15.3;75.9;3.24;7.34;44.1;0.24;0.21;0.18;0.03;1.90;2.24;1.03;0.45;3.31;Matches;ff98492b
2343;Simon Skrabb;fi FIN;FWMF;Brescia;it Serie A;24;1995;2.9;22.8;32.4;70.2;305.2;76.2;14.1;16.2;87.2;6.21;8.97;69.2;0.69;2.76;25.0;0.00;0.17;0.17;-0.17;0.69;1.38;1.38;0.69;1.72;Matches;45af5134
2344;Milan Škriniar;sk SVK;DF;Inter;it Serie A;24;1995;29.2;63.8;69.3;92.0;1135.5;419.8;26.4;27.8;94.8;30.3;31.9;95.0;5.65;7.43;76.0;0.00;0.02;0.03;-0.02;0.27;4.35;0.55;0.00;5.21;Matches;30f5ffa9
2345;Steven Skrzybski;de GER;FWMF;Düsseldorf;de Bundesliga;26;1992;5.9;14.1;21.4;65.9;197.8;65.8;8.81;10.8;81.3;4.41;7.12;61.9;0.85;1.69;50.0;0.34;0.05;0.03;0.29;1.02;1.69;0.51;0.17;2.88;Matches;58ce23e5
2346;Petar Škuleti?;rs SRB;FWMF;Montpellier;fr Ligue 1;29;1990;1.2;15.0;22.5;66.7;170.0;18.3;10.8;13.3;81.3;3.33;7.50;44.4;0.00;0.00;;0.00;0.08;0.08;-0.08;0.83;0.00;0.83;0.00;0.83;Matches;d9a66c60
2347;Islam Slimani;dz ALG;FW;Monaco;fr Ligue 1;31;1988;14.3;25.5;37.5;67.9;365.6;112.6;15.0;19.4;77.3;7.83;11.5;68.3;1.26;2.66;47.4;0.49;0.30;0.15;0.19;2.24;2.94;1.47;0.28;3.99;Matches;ffec9769
